Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Seat Alhambra, ","Seat Alhambra, ",2.0 TDI Style ,22.499 €,Diésel,05.2017,56.896 km,150 CV / 110 kW,5,Cambio tipo manual,Negro
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Collection,8.299 €,Gasolina,12.2013,56.966 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 S,,Gasolina,04.2015,57.015 km,70 CV / 51 kW,3,Cambio tipo manual,Negro
"Mercedes-Benz Clase CLA, ","Mercedes-Benz Clase CLA, ",CLA 200 AMG Line,33.999 €,Gasolina,05.2019,57.407 km,163 CV / 120 kW,4,Cambio tipo automático,Blanco
"Citroen DS3, ","Citroen DS3, ",1.2 VTi Urban Shot,9.199 €,Gasolina,04.2014,57.425 km,82 CV / 60 kW,3,Cambio tipo manual,Rojo
"Mazda 3, ","Mazda 3, ",1.8 D Evolution,19.299 €,Diésel,07.2019,57.546 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Peugeot 208, ","Peugeot 208, ",1.6 Blue-HDi Style,10.299 €,Diésel,05.2017,57.579 km,75 CV / 55 kW,5,Cambio tipo manual,Rojo
"Nissan Juke, ","Nissan Juke, ",1.5 dCi Acenta,10.199 €,Diésel,01.2012,57.591 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Land Rover Evoque, ","Land Rover Evoque, ",2.0 ed4 4x2 SE,23.199 €,Diésel,07.2018,57.671 km,150 CV / 110 kW,5,Cambio tipo manual,Plata
"Opel Corsa, ","Opel Corsa, ",1.2 Expression,7.799 €,Gasolina,11.2014,57.681 km,85 CV / 63 kW,5,Cambio tipo manual,Negro
"Seat Ibiza, ","Seat Ibiza, ",1.2 Reference,7.899 €,Gasolina,08.2012,57.771 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.0 Business,11.599 €,Gasolina,03.2019,57.789 km,69 CV / 51 kW,5,Cambio tipo manual,Rojo
"Peugeot 508, ","Peugeot 508, ",1.6 Hybrid GT Pack PHEV,31.399 €,Híbrido,07.2021,57.875 km,224 CV / 165 kW,5,Cambio tipo automático,Azul
"Opel Corsa, ","Opel Corsa, ",1.4 Turbo Selective ecoFlex,12.099 €,Gasolina,05.2019,57.881 km,100 CV / 74 kW,5,Cambio tipo manual,Plata
"Renault Clio, ","Renault Clio, ",0.9 Energy Dynamique,9.799 €,Gasolina,07.2013,58.028 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Peugeot 308, ","Peugeot 308, ",2.0 Blue-HDi GT Line,15.899 €,Diésel,04.2017,58.183 km,150 CV / 110 kW,5,Cambio tipo manual,Azul
"Volkswagen T-Cross, ","Volkswagen T-Cross, ",1.0 TSI Sport,,Gasolina,12.2019,58.236 km,116 CV / 85 kW,5,Cambio tipo manual,Negro
"Smart ForTwo, ","Smart ForTwo, ",0.9 Turbo Basis passion,11.399 €,Gasolina,04.2017,58.253 km,90 CV / 66 kW,3,Cambio tipo automático,Gris
"Hyundai i20, ","Hyundai i20, ",1.4 CRDi Essence,11.299 €,Diésel,04.2017,58.422 km,90 CV / 66 kW,5,Cambio tipo manual,Marrón
"Kia Rio, ","Kia Rio, ",1.2 Concept,9.999 €,Gasolina,03.2017,58.434 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 180,,Gasolina,07.2020,58.444 km,136 CV / 100 kW,5,Cambio tipo automático,Negro
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 Advance,7.799 €,Gasolina,02.2011,58.596 km,86 CV / 63 kW,5,Cambio tipo manual,Negro
"Renault Clio, ","Renault Clio, ",1.5 dCi Dynamique eco2,7.399 €,Diésel,06.2012,58.633 km,88 CV / 65 kW,5,Cambio tipo manual,Gris
"Peugeot 5008, ","Peugeot 5008, ",1.2 PureTech Allure,23.999 €,Gasolina,07.2018,58.662 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Land Rover Discovery Sport, ","Land Rover Discovery Sport, ",2.0 Td4 SE,22.599 €,Diésel,11.2017,58.748 km,150 CV / 110 kW,5,Cambio tipo automático,Blanco
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Shine,14.699 €,Gasolina,11.2018,58.764 km,110 CV / 81 kW,5,Cambio tipo manual,Azul
"Smart ForTwo, ","Smart ForTwo, ",0.9 Passion,11.399 €,Gasolina,09.2016,58.931 km,90 CV / 66 kW,3,Cambio tipo automático,Negro
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,9.599 €,Gasolina,05.2017,58.952 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Kia Sportage, ","Kia Sportage, ",1.6 MHEV Drive 2WD,21.999 €,Diésel,06.2021,59.017 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Volkswagen Caddy, ","Volkswagen Caddy, ",1.4 TSI Trendline BlueMotion,21.799 €,Gasolina,08.2018,59.180 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance 4WD,23.999 €,Híbrido,03.2017,59.294 km,155 CV / 114 kW,5,Cambio tipo automático,Gris
"Citroen C 3, ","Citroen C 3, ",1.2 VTi Collection,,Gasolina,01.2014,59.319 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 220,29.199 €,Gasolina,02.2019,59.394 km,190 CV / 140 kW,5,Cambio tipo automático,Negro
"Jeep Renegade, ","Jeep Renegade, ",1.0 TGDi Sport 4x2,17.199 €,Gasolina,10.2019,59.469 km,120 CV / 88 kW,5,Cambio tipo manual,Naranja
"Opel Meriva, ","Opel Meriva, ",1.7 CDTI Selective,8.499 €,Diésel,02.2014,59.478 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Kia Picanto, ","Kia Picanto, ",1.2 GT Line,11.899 €,Gasolina,01.2018,59.746 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",1.5 TSI Edition,,Gasolina,09.2019,59.779 km,131 CV / 96 kW,5,Cambio tipo manual,Azul
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance,21.799 €,Híbrido,09.2016,60.014 km,155 CV / 114 kW,5,Cambio tipo automático,Gris
"Nissan Pulsar, ","Nissan Pulsar, ",1.2 Acenta,,Gasolina,05.2017,60.015 km,115 CV / 85 kW,5,Cambio tipo manual,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",2.0 TSI GTI,28.999 €,Gasolina,04.2019,60.083 km,245 CV / 180 kW,3,Cambio tipo automático,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.6 THP GT Line,21.799 €,Gasolina,11.2017,60.160 km,165 CV / 121 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.4 TSI Style,15.099 €,Gasolina,05.2018,60.378 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Trend,,Gasolina,03.2016,60.414 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 PureTech Feel,15.699 €,Gasolina,03.2020,60.456 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"MINI MINI, ","MINI MINI, ",One,9.199 €,Gasolina,04.2011,60.484 km,98 CV / 72 kW,3,Cambio tipo manual,Verde
"Hyundai i30, ","Hyundai i30, ",1.4 Essence,14.399 €,Gasolina,08.2020,60.671 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Shine,11.899 €,Gasolina,04.2018,60.704 km,82 CV / 60 kW,5,Cambio tipo manual,Negro
"Ford Tourneo, ","Ford Tourneo, ",1.0 EcoBoost Trend,14.299 €,Gasolina,07.2018,60.815 km,100 CV / 74 kW,5,Cambio tipo manual,Plata
"Hyundai i20, ","Hyundai i20, ",1.2 Essence,11.299 €,Gasolina,03.2019,60.906 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Peugeot 508, ","Peugeot 508, ",1.6 PureTech Active,22.699 €,Gasolina,12.2018,61.007 km,181 CV / 133 kW,5,Cambio tipo automático,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine Talla M,21.499 €,Diésel,02.2020,61.020 km,102 CV / 75 kW,5,Cambio tipo manual,Beige
"Fiat 500, ","Fiat 500, ",1.2 Color Therapy,,Gasolina,10.2013,61.268 km,69 CV / 51 kW,3,Cambio tipo manual,Rojo
"Peugeot 5008, ","Peugeot 5008, ",2.0 Blue-HDi GT Line,24.999 €,Diésel,05.2017,61.585 km,150 CV / 110 kW,5,Cambio tipo manual,Negro
"Kia Rio, ","Kia Rio, ",1.0 TGDI Drive,12.299 €,Gasolina,05.2018,62.344 km,100 CV / 74 kW,5,Cambio tipo manual,Blanco
"Jeep Compass, ","Jeep Compass, ",1.4 M-Air Limited 4WD,22.899 €,Gasolina,10.2019,62.566 km,170 CV / 125 kW,5,Cambio tipo automático,Gris
"Nissan Micra, ","Nissan Micra, ",1.2 Acenta,8.199 €,Gasolina,02.2016,62.568 km,80 CV / 59 kW,5,Cambio tipo manual,Rojo
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Zen,15.199 €,Gasolina,06.2017,62.584 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 220,29.199 €,Gasolina,02.2019,59.394 km,190 CV / 140 kW,5,Cambio tipo automático,Negro
"Jeep Renegade, ","Jeep Renegade, ",1.0 TGDi Sport 4x2,17.199 €,Gasolina,10.2019,59.469 km,120 CV / 88 kW,5,Cambio tipo manual,Naranja
"Opel Meriva, ","Opel Meriva, ",1.7 CDTI Selective,8.499 €,Diésel,02.2014,59.478 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Kia Picanto, ","Kia Picanto, ",1.2 GT Line,11.899 €,Gasolina,01.2018,59.746 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",1.5 TSI Edition,,Gasolina,09.2019,59.779 km,131 CV / 96 kW,5,Cambio tipo manual,Azul
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance,21.799 €,Híbrido,09.2016,60.014 km,155 CV / 114 kW,5,Cambio tipo automático,Gris
"Nissan Pulsar, ","Nissan Pulsar, ",1.2 Acenta,,Gasolina,05.2017,60.015 km,115 CV / 85 kW,5,Cambio tipo manual,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",2.0 TSI GTI,28.999 €,Gasolina,04.2019,60.083 km,245 CV / 180 kW,3,Cambio tipo automático,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.6 THP GT Line,21.799 €,Gasolina,11.2017,60.160 km,165 CV / 121 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.4 TSI Style,15.099 €,Gasolina,05.2018,60.378 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Trend,,Gasolina,03.2016,60.414 km,125 CV / 92 kW,5,Cambio tipo manual,Gris
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 PureTech Feel,15.699 €,Gasolina,03.2020,60.456 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"MINI MINI, ","MINI MINI, ",One,9.199 €,Gasolina,04.2011,60.484 km,98 CV / 72 kW,3,Cambio tipo manual,Verde
"Hyundai i30, ","Hyundai i30, ",1.4 Essence,14.399 €,Gasolina,08.2020,60.671 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Shine,11.899 €,Gasolina,04.2018,60.704 km,82 CV / 60 kW,5,Cambio tipo manual,Negro
"Ford Tourneo, ","Ford Tourneo, ",1.0 EcoBoost Trend,14.299 €,Gasolina,07.2018,60.815 km,100 CV / 74 kW,5,Cambio tipo manual,Plata
"Hyundai i20, ","Hyundai i20, ",1.2 Essence,11.299 €,Gasolina,03.2019,60.906 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Peugeot 508, ","Peugeot 508, ",1.6 PureTech Active,22.699 €,Gasolina,12.2018,61.007 km,181 CV / 133 kW,5,Cambio tipo automático,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine Talla M,21.499 €,Diésel,02.2020,61.020 km,102 CV / 75 kW,5,Cambio tipo manual,Beige
"Fiat 500, ","Fiat 500, ",1.2 Color Therapy,,Gasolina,10.2013,61.268 km,69 CV / 51 kW,3,Cambio tipo manual,Rojo
"Peugeot 5008, ","Peugeot 5008, ",2.0 Blue-HDi GT Line,24.999 €,Diésel,05.2017,61.585 km,150 CV / 110 kW,5,Cambio tipo manual,Negro
"Kia Rio, ","Kia Rio, ",1.0 TGDI Drive,12.299 €,Gasolina,05.2018,62.344 km,100 CV / 74 kW,5,Cambio tipo manual,Blanco
"Jeep Compass, ","Jeep Compass, ",1.4 M-Air Limited 4WD,22.899 €,Gasolina,10.2019,62.566 km,170 CV / 125 kW,5,Cambio tipo automático,Gris
"Nissan Micra, ","Nissan Micra, ",1.2 Acenta,8.199 €,Gasolina,02.2016,62.568 km,80 CV / 59 kW,5,Cambio tipo manual,Rojo
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Zen,15.199 €,Gasolina,06.2017,62.584 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Ford C-Max, ","Ford C-Max, ",1.0 EcoBoost Trend,9.699 €,Gasolina,03.2013,62.615 km,125 CV / 92 kW,5,Cambio tipo manual,Marrón
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,,Gasolina,08.2016,62.761 km,90 CV / 66 kW,5,Cambio tipo manual,Azul
"Peugeot 5008, ","Peugeot 5008, ",1.2 PureTech GT Line,,Gasolina,11.2018,62.821 km,131 CV / 96 kW,5,Cambio tipo manual,Gris
"Suzuki Vitara, ","Suzuki Vitara, ",1.4 GLE,15.799 €,Gasolina,10.2018,62.831 km,140 CV / 103 kW,5,Cambio tipo manual,Rojo
"Renault Clio, ","Renault Clio, ",1.2 Authentique,8.999 €,Gasolina,03.2015,62.879 km,73 CV / 54 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 Lounge,,Gasolina,07.2014,62.885 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.2 SC Reference,7.899 €,Gasolina,03.2013,63.098 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Mazda 6, ","Mazda 6, ",2.0 Style,18.899 €,Gasolina,02.2018,63.123 km,145 CV / 107 kW,5,Cambio tipo manual,Gris
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Allure,14.999 €,Gasolina,10.2018,63.202 km,110 CV / 81 kW,5,Cambio tipo automático,Blanco
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.6 Blue-HDi Feel,11.599 €,Diésel,05.2017,63.225 km,100 CV / 73 kW,5,Cambio tipo manual,Rojo
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Trend ,11.999 €,Gasolina,03.2016,63.270 km,125 CV / 92 kW,5,Cambio tipo manual,Negro
"Skoda Fabia, ","Skoda Fabia, ",1.0 MPI Ambition,,Gasolina,02.2018,63.334 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Skoda Fabia, ","Skoda Fabia, ",1.2 Ambition,7.799 €,Gasolina,07.2014,63.383 km,70 CV / 51 kW,5,Cambio tipo manual,Rojo
"Renault Clio, ","Renault Clio, ",1.5 dCi Energy Zen,,Diésel,11.2018,63.454 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Toyota Verso, ","Toyota Verso, ",1.6 Comfort,11.299 €,Gasolina,07.2013,63.537 km,132 CV / 97 kW,5,Cambio tipo manual,Gris
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 25 Aniversario 4x2,17.099 €,Gasolina,03.2017,63.580 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Dacia Duster, ","Dacia Duster, ",1.2 TCe Ambiance,,Gasolina,08.2014,63.764 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Fiat 500, ","Fiat 500, ",1.2 Lounge,10.399 €,Gasolina,03.2018,63.806 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.4 TSI Advance,18.099 €,Gasolina,07.2018,63.925 km,125 CV / 92 kW,5,Cambio tipo automático,Blanco
"Mitsubishi Outlander, ","Mitsubishi Outlander, ",2.0 CVT Motion 2WD,,Gasolina,03.2018,63.991 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Ford Tourneo Courier, ","Ford Tourneo Courier, ",1.0 Ecoboost Titanium,,Gasolina,07.2018,63.995 km,100 CV / 74 kW,5,Cambio tipo manual,Dorado
"Hyundai Tucson, ","Hyundai Tucson, ",2.0 CRDi Tecno BlueDrive 2WD,21.099 €,Diésel,06.2018,64.069 km,135 CV / 100 kW,5,Cambio tipo manual,Negro
"Fiat 500, ","Fiat 500, ",1.2 Lounge,,Gasolina,06.2018,64.265 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Live Edition,8.899 €,Gasolina,08.2016,64.492 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Audi A4, ","Audi A4, ",2.0 TDI Sport,21.899 €,Diésel,04.2017,64.573 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",1.2 PureTech Live Edition,12.399 €,Gasolina,01.2016,64.623 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Dacia Lodgy, ","Dacia Lodgy, ",1.6 SL Nomada,13.999 €,Gasolina,06.2018,64.677 km,102 CV / 75 kW,5,Cambio tipo manual,Plata
"Peugeot 5008, ","Peugeot 5008, ",1.2 PureTech Allure,22.999 €,Gasolina,02.2019,64.890 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Land Rover Discovery Sport, ","Land Rover Discovery Sport, ",2.0 ed4 Pure 4x2,,Diésel,06.2018,64.929 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Ford Ecosport, ","Ford Ecosport, ",1.5 Ti-VCT Trend,12.199 €,Gasolina,04.2017,64.968 km,110 CV / 82 kW,5,Cambio tipo manual,Azul
"Dacia Lodgy, ","Dacia Lodgy, ",1.6 SCe SL Nomada,13.799 €,Gasolina,04.2018,64.974 km,102 CV / 75 kW,5,Cambio tipo manual,Azul
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.6 HDi Exclusive,8.099 €,Diésel,06.2014,64.995 km,92 CV / 68 kW,4,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.33 Dual VVT-i Feel!,11.299 €,Gasolina,09.2016,65.014 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"MINI Cabrio, ","MINI Cabrio, ",Cooper D,13.099 €,Diésel,03.2013,65.059 km,110 CV / 82 kW,2,Cambio tipo manual,Negro
"Peugeot 308, ","Peugeot 308, ",1.6 HDi Access,8.199 €,Diésel,02.2012,65.066 km,92 CV / 68 kW,5,Cambio tipo manual,Negro
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost ST-Line ,,Gasolina,02.2017,65.308 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine M,,Diésel,12.2019,65.351 km,102 CV / 75 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 TDI Edition BlueMotion,9.899 €,Diésel,11.2014,65.427 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.6 TCe Energy GT,,Gasolina,03.2017,65.530 km,205 CV / 151 kW,5,Cambio tipo automático,Azul
"Land Rover Evoque, ","Land Rover Evoque, ",2.0 Si4 SE Dynamic,29.099 €,Gasolina,06.2017,65.644 km,241 CV / 177 kW,5,Cambio tipo automático,Gris
"Ford Fiesta, ","Ford Fiesta, ",1.1 Ti-VCT Trend+,,Gasolina,03.2018,65.668 km,85 CV / 63 kW,5,Cambio tipo manual,Gris
"Dacia Duster II, ","Dacia Duster II, ",1.2 TCe Comfort,13.999 €,Gasolina,07.2018,65.706 km,125 CV / 92 kW,5,Cambio tipo manual,Dorado
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Shine,12.199 €,Gasolina,11.2016,65.833 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Peugeot 308, ","Peugeot 308, ",SW 1.2 PureTech  GT Line,,Gasolina,11.2015,65.938 km,130 CV / 96 kW,5,Cambio tipo manual,Azul
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.0 TSI Edition,14.999 €,Gasolina,06.2018,66.158 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Titanium,8.999 €,Gasolina,09.2012,66.181 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",C 200 d,29.399 €,Diésel,04.2019,66.479 km,150 CV / 110 kW,4,Cambio tipo automático,Negro
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 220,,Gasolina,03.2019,66.572 km,190 CV / 140 kW,5,Cambio tipo automático,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Zen Sport Tourer,15.299 €,Gasolina,05.2018,66.619 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Vito Tourer, ","Mercedes-Benz Vito Tourer, ",114 CDI Larga,29.999 €,Diésel,04.2019,66.732 km,135 CV / 100 kW,4,Cambio tipo automático,Azul
"Ford Tourneo Courier, ","Ford Tourneo Courier, ",1.0 Ecoboost Titanium,,Gasolina,07.2018,63.995 km,100 CV / 74 kW,5,Cambio tipo manual,Dorado
"Hyundai Tucson, ","Hyundai Tucson, ",2.0 CRDi Tecno BlueDrive 2WD,21.099 €,Diésel,06.2018,64.069 km,135 CV / 100 kW,5,Cambio tipo manual,Negro
"Fiat 500, ","Fiat 500, ",1.2 Lounge,,Gasolina,06.2018,64.265 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Live Edition,8.899 €,Gasolina,08.2016,64.492 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Audi A4, ","Audi A4, ",2.0 TDI Sport,21.899 €,Diésel,04.2017,64.573 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Citroen C4 Picasso, ","Citroen C4 Picasso, ",1.2 PureTech Live Edition,12.399 €,Gasolina,01.2016,64.623 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Dacia Lodgy, ","Dacia Lodgy, ",1.6 SL Nomada,13.999 €,Gasolina,06.2018,64.677 km,102 CV / 75 kW,5,Cambio tipo manual,Plata
"Peugeot 5008, ","Peugeot 5008, ",1.2 PureTech Allure,22.999 €,Gasolina,02.2019,64.890 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Land Rover Discovery Sport, ","Land Rover Discovery Sport, ",2.0 ed4 Pure 4x2,,Diésel,06.2018,64.929 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Ford Ecosport, ","Ford Ecosport, ",1.5 Ti-VCT Trend,12.199 €,Gasolina,04.2017,64.968 km,110 CV / 82 kW,5,Cambio tipo manual,Azul
"Dacia Lodgy, ","Dacia Lodgy, ",1.6 SCe SL Nomada,13.799 €,Gasolina,04.2018,64.974 km,102 CV / 75 kW,5,Cambio tipo manual,Azul
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.6 HDi Exclusive,8.099 €,Diésel,06.2014,64.995 km,92 CV / 68 kW,4,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.33 Dual VVT-i Feel!,11.299 €,Gasolina,09.2016,65.014 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"MINI Cabrio, ","MINI Cabrio, ",Cooper D,13.099 €,Diésel,03.2013,65.059 km,110 CV / 82 kW,2,Cambio tipo manual,Negro
"Peugeot 308, ","Peugeot 308, ",1.6 HDi Access,8.199 €,Diésel,02.2012,65.066 km,92 CV / 68 kW,5,Cambio tipo manual,Negro
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost ST-Line ,,Gasolina,02.2017,65.308 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Shine M,,Diésel,12.2019,65.351 km,102 CV / 75 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",1.4 TDI Edition BlueMotion,9.899 €,Diésel,11.2014,65.427 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.6 TCe Energy GT,,Gasolina,03.2017,65.530 km,205 CV / 151 kW,5,Cambio tipo automático,Azul
"Land Rover Evoque, ","Land Rover Evoque, ",2.0 Si4 SE Dynamic,29.099 €,Gasolina,06.2017,65.644 km,241 CV / 177 kW,5,Cambio tipo automático,Gris
"Ford Fiesta, ","Ford Fiesta, ",1.1 Ti-VCT Trend+,,Gasolina,03.2018,65.668 km,85 CV / 63 kW,5,Cambio tipo manual,Gris
"Dacia Duster II, ","Dacia Duster II, ",1.2 TCe Comfort,13.999 €,Gasolina,07.2018,65.706 km,125 CV / 92 kW,5,Cambio tipo manual,Dorado
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Shine,12.199 €,Gasolina,11.2016,65.833 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Peugeot 308, ","Peugeot 308, ",SW 1.2 PureTech  GT Line,,Gasolina,11.2015,65.938 km,130 CV / 96 kW,5,Cambio tipo manual,Azul
"Volkswagen Golf VII, ","Volkswagen Golf VII, ",1.0 TSI Edition,14.999 €,Gasolina,06.2018,66.158 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Titanium,8.999 €,Gasolina,09.2012,66.181 km,125 CV / 92 kW,5,Cambio tipo manual,Blanco
"Mercedes-Benz Clase C, ","Mercedes-Benz Clase C, ",C 200 d,29.399 €,Diésel,04.2019,66.479 km,150 CV / 110 kW,4,Cambio tipo automático,Negro
"Mercedes-Benz Clase A, ","Mercedes-Benz Clase A, ",A 220,,Gasolina,03.2019,66.572 km,190 CV / 140 kW,5,Cambio tipo automático,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Zen Sport Tourer,15.299 €,Gasolina,05.2018,66.619 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Vito Tourer, ","Mercedes-Benz Vito Tourer, ",114 CDI Larga,29.999 €,Diésel,04.2019,66.732 km,135 CV / 100 kW,4,Cambio tipo automático,Azul
"Seat Arona, ","Seat Arona, ",1.0 TSI FR Edition,17.899 €,Gasolina,09.2019,66.748 km,116 CV / 85 kW,5,Cambio tipo automático,Naranja
"Renault Kangoo, ","Renault Kangoo, ",Combi 1.5 dCi  En. Profesional,,Diésel,11.2018,67.253 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
