Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Mazda CX-30, ","Mazda CX-30, ",2.0 Mild-Hybrid Skyactiv-G Origin 2WD,22.999 €,Gasolina,11.2020,32.055 km,122 CV / 90 kW,5,Cambio tipo manual,Rojo
"Seat Ibiza, ","Seat Ibiza, ",1.0 MPI Reference,12.999 €,Gasolina,08.2020,32.121 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
"Skoda Kamiq, ","Skoda Kamiq, ",1.5 TSI ACT Ambition,23.799 €,Gasolina,07.2020,32.209 km,150 CV / 110 kW,5,Cambio tipo automático,Azul
"Kia Sportage, ","Kia Sportage, ",1.6 Basic 2WD,16.899 €,Gasolina,06.2017,32.259 km,132 CV / 97 kW,5,Cambio tipo manual,Blanco
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost ST-Line,18.399 €,Gasolina,04.2019,32.293 km,125 CV / 92 kW,5,Cambio tipo manual,Plata
"Peugeot Rifter, ","Peugeot Rifter, ",1.5 Blue-HDi Allure Standard,22.499 €,Diésel,09.2020,32.315 km,102 CV / 75 kW,5,Cambio tipo manual,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.5 TSI FR,22.999 €,Gasolina,12.2021,32.390 km,150 CV / 110 kW,5,Cambio tipo automático,Azul
"Hyundai Tucson, ","Hyundai Tucson, ",1.6 CRDi Mild-Hybrid N Line ,26.399 €,Diésel,03.2021,32.580 km,136 CV / 100 kW,5,Cambio tipo manual,Rojo
"Citroen C 3, ","Citroen C 3, ",1.0 PureTech Live Edition,7.999 €,Gasolina,04.2016,32.514 km,68 CV / 50 kW,5,Cambio tipo manual,Negro
"Volkswagen Tiguan, ","Volkswagen Tiguan, ",1.5 TSI Sport DSG,31.399 €,Gasolina,05.2019,32.724 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Skoda Karoq, ","Skoda Karoq, ",1.5 TSI ACT Ambition,21.499 €,Gasolina,03.2019,32.745 km,150 CV / 110 kW,5,Cambio tipo manual,Rojo
"Renault Scenic, ","Renault Scenic, ",1.2 TCe Energy BOSE Edition,13.599 €,Gasolina,10.2015,32.940 km,132 CV / 97 kW,5,Cambio tipo manual,Dorado
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,10.499 €,Gasolina,12.2016,33.046 km,90 CV / 66 kW,5,Cambio tipo manual,Plata
"Renault Clio, ","Renault Clio, ",1.2 Collection,7.599 €,Gasolina,02.2013,33.049 km,75 CV / 55 kW,5,Cambio tipo manual,Gris
"Nissan Qashqai, ","Nissan Qashqai, ",1.5 dCi Acenta 4X2,,Diésel,01.2020,33.152 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Skoda Fabia, ","Skoda Fabia, ",1.0 TSI Like,12.999 €,Gasolina,01.2019,33.191 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Volkswagen Polo, ","Volkswagen Polo, ",2.0 TSI GTI,24.999 €,Gasolina,09.2020,33.242 km,200 CV / 147 kW,5,Cambio tipo automático,Blanco
"Ford Transit, ","Ford Transit, ",Custom 2.0 TDCI 290 L2 Trend,22.299 €,Diésel,06.2018,33.313 km,130 CV / 96 kW,4,Cambio tipo manual,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Shine,14.899 €,Gasolina,03.2021,33.315 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Peugeot 5008, ","Peugeot 5008, ",1.5 Blue-HDi GT Line,25.999 €,Diésel,07.2019,33.500 km,130 CV / 96 kW,5,Cambio tipo automático,Blanco
"Skoda Kodiaq, ","Skoda Kodiaq, ",1.5 TSI ACT Ambition,27.899 €,Gasolina,02.2021,33.625 km,150 CV / 110 kW,5,Cambio tipo manual,Blanco
"Renault Clio, ","Renault Clio, ",1.0 SCe Life,13.699 €,Gasolina,06.2020,33.590 km,72 CV / 53 kW,5,Cambio tipo manual,Rojo
"Toyota AYGO, ","Toyota AYGO, ",1.0 X-Play ,,Gasolina,04.2019,33.721 km,72 CV / 53 kW,5,Cambio tipo manual,Azul
"Mercedes-Benz Clase CLA, ","Mercedes-Benz Clase CLA, ",CLA 180,30.299 €,Gasolina,09.2020,33.653 km,136 CV / 100 kW,4,Cambio tipo automático,Negro
"Toyota ProAce Verso, ","Toyota ProAce Verso, ",1.5 City Family Active L1,23.499 €,Diésel,11.2021,33.822 km,102 CV / 75 kW,5,Cambio tipo manual,Blanco
"Citroen C3 Aircross, ","Citroen C3 Aircross, ",1.2 PureTech Rip Curl,15.099 €,Gasolina,03.2019,33.849 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Ford Kuga, ","Ford Kuga, ",2.0 TDCi Trend 4x2,14.499 €,Diésel,01.2014,33.989 km,140 CV / 103 kW,5,Cambio tipo manual,Blanco
"Fiat Tipo, ","Fiat Tipo, ",1.0 Life,14.999 €,Gasolina,11.2021,34.037 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Seat Ateca, ","Seat Ateca, ",2.0 TDI Style Edition,23.999 €,Diésel,07.2020,34.115 km,150 CV / 110 kW,5,Cambio tipo manual,Negro
"Ford Kuga, ","Ford Kuga, ",2.5 Plug-In Hybrid ST-Line X,30.499 €,Híbrido,09.2020,34.228 km,224 CV / 112 kW,5,Cambio tipo automático,Rojo
"Peugeot 308, ","Peugeot 308, ",1.2 PureTech Style,17.999 €,Gasolina,12.2019,34.431 km,131 CV / 96 kW,5,Cambio tipo automático,Gris
"Citroen C4 Grand Picasso, ","Citroen C4 Grand Picasso, ",1.2 PureTech Feel,17.699 €,Gasolina,11.2017,34.486 km,130 CV / 96 kW,5,Cambio tipo manual,Gris
"Fiat 500, ","Fiat 500, ",1.2 Lounge,10.899 €,Gasolina,06.2018,34.905 km,70 CV / 51 kW,3,Cambio tipo manual,Gris
"BMW Serie 5, ","BMW Serie 5, ",520d Luxury Line,34.999 €,Diésel,06.2019,35.041 km,190 CV / 140 kW,5,Cambio tipo automático,Gris
"Ford Focus, ","Ford Focus, ",1.0 EcoBoost Edition,9.799 €,Gasolina,12.2013,35.163 km,125 CV / 92 kW,5,Cambio tipo manual,Negro
"BMW Serie 3, ","BMW Serie 3, ",318d Mild-Hybrid,34.999 €,Diésel,05.2021,35.170 km,150 CV / 110 kW,4,Cambio tipo automático,Blanco
"Peugeot 2008, ","Peugeot 2008, ",1.2 PureTech Allure,19.699 €,Gasolina,09.2020,35.239 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Peugeot Rifter, ","Peugeot Rifter, ",1.5 Blue-HDi Allure,,Diésel,12.2020,35.268 km,131 CV / 96 kW,5,Cambio tipo manual,Blanco
"Dacia Duster II, ","Dacia Duster II, ",1.6 Essential 4x2,15.599 €,Gasolina,02.2019,35.571 km,115 CV / 84 kW,5,Cambio tipo manual,Naranja
"MINI Countryman, ","MINI Countryman, ",Cooper D,,Diésel,12.2017,35.573 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Dacia Duster, ","Dacia Duster, ",1.6 Ambiance 4x2,,Gasolina,11.2017,35.589 km,115 CV / 84 kW,5,Cambio tipo manual,Blanco
"Skoda Kamiq, ","Skoda Kamiq, ",1.0 TSI Ambition,18.999 €,Gasolina,11.2021,35.614 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Kia pro_cee'd, ","Kia pro_cee'd, ",1.0 TGDI GT Line,21.799 €,Gasolina,01.2019,35.672 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,10.499 €,Gasolina,05.2016,35.706 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",GT Line 1.2 PureTech ,,Gasolina,05.2019,35.808 km,130 CV / 96 kW,5,Cambio tipo manual,Negro
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active ,17.999 €,Híbrido,07.2020,36.032 km,75 CV / 54 kW,5,Cambio tipo automático,Rojo
"Opel Combo Life, ","Opel Combo Life, ",1.2 Turbo Selective L,18.999 €,Gasolina,02.2019,36.035 km,110 CV / 81 kW,4,Cambio tipo manual,Gris
"Fiat Doblò, ","Fiat Doblò, ",1.3 M-Jet Base,12.099 €,Diésel,07.2018,36.107 km,95 CV / 70 kW,3,Cambio tipo manual,Blanco
"Audi Q3 Sportback, ","Audi Q3 Sportback, ",35 TDI advanced,36.499 €,Diésel,03.2021,36.336 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Fiat Panda, ","Fiat Panda, ",1.3  Lounge,,Diésel,12.2015,36.342 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 City,8.099 €,Gasolina,02.2013,36.622 km,68 CV / 50 kW,5,Cambio tipo manual,Blanco
"Renault Clio, ","Renault Clio, ",1.3 TCe R.S. Line,,Gasolina,07.2020,36.659 km,131 CV / 96 kW,5,Cambio tipo automático,Blanco
"Mazda CX 5, ","Mazda CX 5, ",2.0 Evolution 2WD,23.899 €,Gasolina,10.2018,36.677 km,165 CV / 121 kW,5,Cambio tipo automático,Gris
"Seat León, ","Seat León, ",1.5 TSI FR Edition,20.299 €,Gasolina,04.2019,37.000 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Ford Ka+, ","Ford Ka+, ",1.2 Ti-VCT Ultimate,10.399 €,Gasolina,01.2017,37.025 km,85 CV / 63 kW,5,Cambio tipo manual,Plata
"Audi A1, ","Audi A1, ",30 TFSI Sportback,18.099 €,Gasolina,05.2019,37.215 km,116 CV / 85 kW,5,Cambio tipo manual,Rojo
"Ford Kuga, ","Ford Kuga, ",2.0 TDCi Titanium,16.999 €,Diésel,01.2016,37.398 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
"Peugeot 308, ","Peugeot 308, ",1.2 PureTech Style,15.699 €,Gasolina,11.2019,37.466 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Nissan Juke, ","Nissan Juke, ",DIGT N-Connecta,19.699 €,Gasolina,03.2020,37.487 km,117 CV / 86 kW,5,Cambio tipo automático,Gris
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Active,15.799 €,Gasolina,07.2020,37.553 km,101 CV / 74 kW,5,Cambio tipo manual,Amarillo
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Style Connect,11.499 €,Gasolina,02.2017,37.771 km,95 CV / 70 kW,5,Cambio tipo manual,Plata
"Volkswagen T-Cross, ","Volkswagen T-Cross, ",1.0 TSI Edition,18.799 €,Gasolina,06.2020,37.710 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.0 Reference Plus,10.099 €,Gasolina,02.2016,37.797 km,75 CV / 55 kW,5,Cambio tipo manual,Rojo
"Dacia Duster II, ","Dacia Duster II, ",1.3 TCe SL Xplore 4x4,19.199 €,Gasolina,09.2019,38.032 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"MINI Countryman, ","MINI Countryman, ",Cooper D,,Diésel,12.2017,35.573 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Dacia Duster, ","Dacia Duster, ",1.6 Ambiance 4x2,,Gasolina,11.2017,35.589 km,115 CV / 84 kW,5,Cambio tipo manual,Blanco
"Skoda Kamiq, ","Skoda Kamiq, ",1.0 TSI Ambition,18.999 €,Gasolina,11.2021,35.614 km,110 CV / 81 kW,5,Cambio tipo manual,Blanco
"Kia pro_cee'd, ","Kia pro_cee'd, ",1.0 TGDI GT Line,21.799 €,Gasolina,01.2019,35.672 km,140 CV / 103 kW,5,Cambio tipo manual,Gris
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,10.499 €,Gasolina,05.2016,35.706 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Peugeot 2008, ","Peugeot 2008, ",GT Line 1.2 PureTech ,,Gasolina,05.2019,35.808 km,130 CV / 96 kW,5,Cambio tipo manual,Negro
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active ,17.999 €,Híbrido,07.2020,36.032 km,75 CV / 54 kW,5,Cambio tipo automático,Rojo
"Fiat Doblò, ","Fiat Doblò, ",1.3 M-Jet Base,12.099 €,Diésel,07.2018,36.107 km,95 CV / 70 kW,3,Cambio tipo manual,Blanco
"Opel Combo Life, ","Opel Combo Life, ",1.2 Turbo Selective L,18.999 €,Gasolina,02.2019,36.035 km,110 CV / 81 kW,4,Cambio tipo manual,Gris
"Audi Q3 Sportback, ","Audi Q3 Sportback, ",35 TDI advanced,36.499 €,Diésel,03.2021,36.336 km,150 CV / 110 kW,5,Cambio tipo automático,Negro
"Fiat Panda, ","Fiat Panda, ",1.3  Lounge,,Diésel,12.2015,36.342 km,75 CV / 55 kW,5,Cambio tipo manual,Blanco
"Toyota AYGO, ","Toyota AYGO, ",1.0 City,8.099 €,Gasolina,02.2013,36.622 km,68 CV / 50 kW,5,Cambio tipo manual,Blanco
"Renault Clio, ","Renault Clio, ",1.3 TCe R.S. Line,,Gasolina,07.2020,36.659 km,131 CV / 96 kW,5,Cambio tipo automático,Blanco
"Mazda CX 5, ","Mazda CX 5, ",2.0 Evolution 2WD,23.899 €,Gasolina,10.2018,36.677 km,165 CV / 121 kW,5,Cambio tipo automático,Gris
"Seat León, ","Seat León, ",1.5 TSI FR Edition,20.299 €,Gasolina,04.2019,37.000 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Ford Ka+, ","Ford Ka+, ",1.2 Ti-VCT Ultimate,10.399 €,Gasolina,01.2017,37.025 km,85 CV / 63 kW,5,Cambio tipo manual,Plata
"Audi A1, ","Audi A1, ",30 TFSI Sportback,18.099 €,Gasolina,05.2019,37.215 km,116 CV / 85 kW,5,Cambio tipo manual,Rojo
"Ford Kuga, ","Ford Kuga, ",2.0 TDCi Titanium,16.999 €,Diésel,01.2016,37.398 km,120 CV / 88 kW,5,Cambio tipo manual,Gris
"Peugeot 308, ","Peugeot 308, ",1.2 PureTech Style,15.699 €,Gasolina,11.2019,37.466 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Nissan Juke, ","Nissan Juke, ",DIGT N-Connecta,19.699 €,Gasolina,03.2020,37.487 km,117 CV / 86 kW,5,Cambio tipo automático,Gris
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Active,15.799 €,Gasolina,07.2020,37.553 km,101 CV / 74 kW,5,Cambio tipo manual,Amarillo
"Volkswagen T-Cross, ","Volkswagen T-Cross, ",1.0 TSI Edition,18.799 €,Gasolina,06.2020,37.710 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Style Connect,11.499 €,Gasolina,02.2017,37.771 km,95 CV / 70 kW,5,Cambio tipo manual,Plata
"Seat Ibiza, ","Seat Ibiza, ",1.0 Reference Plus,10.099 €,Gasolina,02.2016,37.797 km,75 CV / 55 kW,5,Cambio tipo manual,Rojo
"Dacia Duster II, ","Dacia Duster II, ",1.3 TCe SL Xplore 4x4,19.199 €,Gasolina,09.2019,38.032 km,150 CV / 110 kW,5,Cambio tipo manual,Gris
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI FR,16.199 €,Gasolina,08.2019,38.153 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Toyota RAV 4, ","Toyota RAV 4, ",2.5 Hybrid Advance ,30.499 €,Híbrido,09.2019,38.051 km,197 CV / 145 kW,5,Cambio tipo automático,Rojo
"Citroen C 3, ","Citroen C 3, ",1.0 PureTech Tonic,,Gasolina,02.2015,38.318 km,68 CV / 50 kW,5,Cambio tipo manual,Gris
"Skoda Fabia, ","Skoda Fabia, ",1.0 TSI Ambition,12.799 €,Gasolina,07.2020,38.472 km,95 CV / 70 kW,5,Cambio tipo manual,Rojo
"Mitsubishi Space Star, ","Mitsubishi Space Star, ",1.2 Motion,9.299 €,Gasolina,08.2015,38.550 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid GR Sport,17.899 €,Híbrido,05.2019,38.605 km,101 CV / 54 kW,5,Cambio tipo automático,Blanco
"Citroen C 3, ","Citroen C 3, ",1.2 PureTech Feel,,Gasolina,01.2017,38.623 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T NConnecta,,Gasolina,01.2020,38.784 km,101 CV / 74 kW,5,Cambio tipo automático,Beige
"Volvo XC 40, ","Volvo XC 40, ",1.5 T3 Momentum 2WD,28.199 €,Gasolina,06.2019,38.803 km,163 CV / 120 kW,5,Cambio tipo manual,Negro
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech GT Line,,Gasolina,11.2019,38.959 km,131 CV / 96 kW,5,Cambio tipo automático,Amarillo
"Citroen C4 Cactus, ","Citroen C4 Cactus, ",1.2 PureTech Feel,14.099 €,Gasolina,05.2019,39.060 km,110 CV / 81 kW,5,Cambio tipo manual,Gris
"Kia Stonic, ","Kia Stonic, ",1.0 TGDI Drive,15.099 €,Gasolina,09.2018,39.052 km,101 CV / 74 kW,5,Cambio tipo manual,Blanco
"Ford Ka+, ","Ford Ka+, ",1.2 Ti-VCT Active,11.699 €,Gasolina,11.2019,39.076 km,86 CV / 63 kW,5,Cambio tipo manual,Negro
"Toyota Yaris, ","Toyota Yaris, ",1.33 Dual VVT-i Active,11.599 €,Gasolina,05.2016,39.446 km,100 CV / 73 kW,5,Cambio tipo manual,Rojo
"Dacia Duster, ","Dacia Duster, ",1.5 dCi Laureate 4x2,10.899 €,Diésel,08.2014,39.611 km,110 CV / 80 kW,5,Cambio tipo manual,Gris
"Renault Scenic, ","Renault Scenic, ",1.3 TCe Life,,Gasolina,01.2020,39.636 km,116 CV / 85 kW,5,Cambio tipo manual,Blanco
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Signature,,Gasolina,02.2019,39.893 km,82 CV / 60 kW,5,Cambio tipo manual,Blanco
"Fiat 500L, ","Fiat 500L, ",1.4 Urban,,Gasolina,01.2019,39.899 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Feel,15.299 €,Híbrido,12.2019,40.035 km,75 CV / 55 kW,5,Cambio tipo automático,Blanco
"Peugeot 508, ","Peugeot 508, ",1.6 PureTech Allure,23.499 €,Gasolina,02.2019,40.036 km,181 CV / 133 kW,5,Cambio tipo automático,Rojo
"Seat Ibiza, ","Seat Ibiza, ",1.0 TSI Style,12.399 €,Gasolina,04.2018,40.100 km,95 CV / 70 kW,5,Cambio tipo manual,Rojo
"Hyundai i10, ","Hyundai i10, ",1.2 Tecno Edition,11.299 €,Gasolina,07.2019,40.132 km,87 CV / 64 kW,5,Cambio tipo manual,Rojo
"Ssangyong Tivoli, ","Ssangyong Tivoli, ",1.6 Limited 4x2,14.699 €,Gasolina,12.2018,40.154 km,128 CV / 94 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe Stepway,9.599 €,Gasolina,08.2016,40.171 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Nomada,11.699 €,Gasolina,05.2018,40.172 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",116d,18.299 €,Diésel,06.2018,40.307 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Feel M,20.099 €,Diésel,12.2020,40.343 km,102 CV / 75 kW,5,Cambio tipo manual,Negro
"Volvo V40, ","Volvo V40, ",2.0 T3 R-Design Momentum,21.199 €,Gasolina,04.2019,40.548 km,152 CV / 112 kW,5,Cambio tipo manual,Azul
"Toyota Auris Touring Sports, ","Toyota Auris Touring Sports, ",1.8 Hybrid Active,16.899 €,Híbrido,02.2018,40.576 km,100 CV / 73 kW,5,Cambio tipo automático,Blanco
"Mercedes-Benz Clase CLA, ","Mercedes-Benz Clase CLA, ",CLA 200 d Shooting Brake,,Diésel,12.2019,40.617 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Fiat 500, ","Fiat 500, ",1.2 Lounge,,Gasolina,06.2018,40.684 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Hyundai i20, ","Hyundai i20, ",1.2 Essence,11.399 €,Gasolina,05.2019,40.724 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T Moonlight,13.699 €,Gasolina,01.2020,40.733 km,101 CV / 74 kW,5,Cambio tipo manual,Rojo
"Nissan Juke, ","Nissan Juke, ",1.6 Acenta,,Gasolina,02.2019,40.802 km,113 CV / 83 kW,5,Cambio tipo manual,Blanco
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.2 PureTech S&S Shine,,Gasolina,07.2018,40.868 km,82 CV / 60 kW,4,Cambio tipo manual,Negro
"Mercedes-Benz Clase B, ","Mercedes-Benz Clase B, ",B 200 AMG Line,28.899 €,Gasolina,04.2019,40.896 km,163 CV / 120 kW,5,Cambio tipo automático,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI Advance,14.999 €,Gasolina,01.2019,40.921 km,95 CV / 70 kW,5,Cambio tipo manual,Negro
"Renault Clio, ","Renault Clio, ",0.9 Energy Zen,12.899 €,Gasolina,04.2019,40.939 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Advance,15.499 €,Híbrido,12.2018,41.059 km,101 CV / 74 kW,5,Cambio tipo automático,Gris
"Ford Ecosport, ","Ford Ecosport, ",1.5 Ti-VCT Titanium,12.999 €,Gasolina,05.2017,41.115 km,110 CV / 82 kW,5,Cambio tipo manual,Gris
"Dacia Dokker, ","Dacia Dokker, ",1.6 Essential,13.999 €,Gasolina,03.2019,41.250 km,102 CV / 75 kW,5,Cambio tipo manual,Azul
"Audi Q3, ","Audi Q3, ",35 TFSI S Line,33.699 €,Gasolina,04.2019,41.278 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.5 Blue-HDi Active,20.799 €,Diésel,03.2019,41.327 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,15.199 €,Híbrido,06.2019,41.461 km,75 CV / 54 kW,5,Cambio tipo automático,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid GR Sport,17.399 €,Híbrido,03.2020,41.492 km,101 CV / 74 kW,5,Cambio tipo automático,Rojo
"Ford Ka, ","Ford Ka, ",1.2 Titanium,7.399 €,Gasolina,12.2015,41.515 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Ford B-Max, ","Ford B-Max, ",1.5 TDCi Trend,11.399 €,Diésel,12.2017,41.653 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Citroen DS7 Crossback, ","Citroen DS7 Crossback, ",2.0 Blue-HDi Performance Line,,Diésel,09.2019,41.712 km,180 CV / 133 kW,5,Cambio tipo automático,Rojo
"Seat Ibiza, ","Seat Ibiza, ",1.0 MPI Style,11.699 €,Gasolina,12.2018,41.714 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
"Dacia Sandero II, ","Dacia Sandero II, ",0.9 TCe SL Nomada,11.699 €,Gasolina,05.2018,40.172 km,90 CV / 66 kW,5,Cambio tipo manual,Blanco
"BMW Serie 1, ","BMW Serie 1, ",116d,18.299 €,Diésel,06.2018,40.307 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Citroen Berlingo, ","Citroen Berlingo, ",1.5 Blue-HDi Feel M,20.099 €,Diésel,12.2020,40.343 km,102 CV / 75 kW,5,Cambio tipo manual,Negro
"Volvo V40, ","Volvo V40, ",2.0 T3 R-Design Momentum,21.199 €,Gasolina,04.2019,40.548 km,152 CV / 112 kW,5,Cambio tipo manual,Azul
"Toyota Auris Touring Sports, ","Toyota Auris Touring Sports, ",1.8 Hybrid Active,16.899 €,Híbrido,02.2018,40.576 km,100 CV / 73 kW,5,Cambio tipo automático,Blanco
"Mercedes-Benz Clase CLA, ","Mercedes-Benz Clase CLA, ",CLA 200 d Shooting Brake,,Diésel,12.2019,40.617 km,150 CV / 110 kW,5,Cambio tipo automático,Rojo
"Fiat 500, ","Fiat 500, ",1.2 Lounge,,Gasolina,06.2018,40.684 km,70 CV / 51 kW,3,Cambio tipo manual,Blanco
"Hyundai i20, ","Hyundai i20, ",1.2 Essence,11.399 €,Gasolina,05.2019,40.724 km,75 CV / 55 kW,5,Cambio tipo manual,Azul
"Nissan Micra, ","Nissan Micra, ",1.0 IG-T Moonlight,13.699 €,Gasolina,01.2020,40.733 km,101 CV / 74 kW,5,Cambio tipo manual,Rojo
"Nissan Juke, ","Nissan Juke, ",1.6 Acenta,,Gasolina,02.2019,40.802 km,113 CV / 83 kW,5,Cambio tipo manual,Blanco
"Citroen C-Elysée, ","Citroen C-Elysée, ",1.2 PureTech S&S Shine,,Gasolina,07.2018,40.868 km,82 CV / 60 kW,4,Cambio tipo manual,Negro
"Mercedes-Benz Clase B, ","Mercedes-Benz Clase B, ",B 200 AMG Line,28.899 €,Gasolina,04.2019,40.896 km,163 CV / 120 kW,5,Cambio tipo automático,Azul
"Volkswagen Polo, ","Volkswagen Polo, ",1.0 TSI Advance,14.999 €,Gasolina,01.2019,40.921 km,95 CV / 70 kW,5,Cambio tipo manual,Negro
"Renault Clio, ","Renault Clio, ",0.9 Energy Zen,12.899 €,Gasolina,04.2019,40.939 km,90 CV / 66 kW,5,Cambio tipo manual,Rojo
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Advance,15.499 €,Híbrido,12.2018,41.059 km,101 CV / 74 kW,5,Cambio tipo automático,Gris
"Ford Ecosport, ","Ford Ecosport, ",1.5 Ti-VCT Titanium,12.999 €,Gasolina,05.2017,41.115 km,110 CV / 82 kW,5,Cambio tipo manual,Gris
"Dacia Dokker, ","Dacia Dokker, ",1.6 Essential,13.999 €,Gasolina,03.2019,41.250 km,102 CV / 75 kW,5,Cambio tipo manual,Azul
"Audi Q3, ","Audi Q3, ",35 TFSI S Line,33.699 €,Gasolina,04.2019,41.278 km,150 CV / 110 kW,5,Cambio tipo automático,Gris
"Peugeot 3008, ","Peugeot 3008, ",1.5 Blue-HDi Active,20.799 €,Diésel,03.2019,41.327 km,130 CV / 96 kW,5,Cambio tipo manual,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid Active,15.199 €,Híbrido,06.2019,41.461 km,75 CV / 54 kW,5,Cambio tipo automático,Blanco
"Toyota Yaris, ","Toyota Yaris, ",1.5 Hybrid GR Sport,17.399 €,Híbrido,03.2020,41.492 km,101 CV / 74 kW,5,Cambio tipo automático,Rojo
"Ford Ka, ","Ford Ka, ",1.2 Titanium,7.399 €,Gasolina,12.2015,41.515 km,70 CV / 51 kW,3,Cambio tipo manual,Rojo
"Ford B-Max, ","Ford B-Max, ",1.5 TDCi Trend,11.399 €,Diésel,12.2017,41.653 km,95 CV / 70 kW,5,Cambio tipo manual,Blanco
"Citroen DS7 Crossback, ","Citroen DS7 Crossback, ",2.0 Blue-HDi Performance Line,,Diésel,09.2019,41.712 km,180 CV / 133 kW,5,Cambio tipo automático,Rojo
"Seat Ibiza, ","Seat Ibiza, ",1.0 MPI Style,11.699 €,Gasolina,12.2018,41.714 km,80 CV / 59 kW,5,Cambio tipo manual,Blanco
