Marca,Modelo,Version,Precio,Combustible,Antiguedad,Kms_desde,Kms_hasta,Potencia,Cambio,Vehiculo,Url_foto,categoria,Caracteristicas,Grupo,Puede_comprarse,Plazas,Estado,Centimetros_cubicos
Nissan,X-Trail,X-Tronic Tekna,545.0,DIESEL,2020-01-01,30000.0,60000.0,130,MANUAL,Nissan X-Trail,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/649568f81da94a604ba24091/vehicle-images/64956a084d4f3d47c9cb4c22_2023_06_23_11_46_48.png,C-SUV,,1,True,7,OPPORTUNITY,1598.0
Nissan,Micra,IG-T Acenta,345.0,GAS,2019-01-01,10000.0,70000.0,100,MANUAL,Nissan Micra,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0de70c3c97a00a35658f2/vehicle-images/62a74a60593f1e57d070e370_2022_06_13_16_32_00.png,Utilitario,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Mini,One,1.5 L ONE 5p,339.0,GAS,2018-01-01,50000.0,90000.0,102,MANUAL,Mini One,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a26589a9e879008cd913f1/vehicle-images/63d109cf569169a13c1bb2a1_2023_01_25_11_51_59.png,Utilitario,"95 Cv,5 Plazas,Manual,Diesel,Blanco Negro,Seminuevo",1,True,5,OPPORTUNITY,1496.0
Seat,Leon,1.6TDi ReferencePlus,375.0,DIESEL,2019-01-01,20000.0,40000.0,90,MANUAL,Seat Leon,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6033a968c37ea000a54e2d27/vehicle-images/6363b75c41e1bcbaec95c75f_2022_11_03_13_43_08.png,Compacto,"115 Cv,5 Plazas,Manual,Diesel,Seminuevo",1,True,5,OPPORTUNITY,1600.0
BMW,X1,xDrive20d,585.0,DIESEL,2019-01-01,40000.0,70000.0,190,AUTOMATIC,BMW X1,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fca49ebb8d48600ab517fde/vehicle-images/6347ff78cee818f4e098dd18_2022_10_13_14_07_20.png,C-SUV,,1,True,5,OPPORTUNITY,2000.0
Mercedes-Benz,Clase A,180d,549.0,DIESEL,2019-01-01,10000.0,30000.0,116,AUTOMATIC,Mercedes-Benz Clase A,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/619e6c42e7db7400889a8b17/vehicle-images/62667831f8e46fb19bb6e72d_2022_04_25_12_30_09.png,Compacto,,1,True,5,OPPORTUNITY,1950.0
Toyota,C-HR,1.8 125H Advance,449.0,HYBRID,2019-01-01,20000.0,80000.0,122,AUTOMATIC,Toyota C-HR,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d7637448fd7a40028d44430/vehicle-images/62d54f59b0bd39eb4f07c9a1_2022_07_18_14_17_29.png,C-SUV,,1,True,5,OPPORTUNITY,1798.0
Mercedes-Benz,CLA,250e Business,659.0,HYBRID,2021-01-01,10000.0,20000.0,218,AUTOMATIC,Mercedes-Benz CLA,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62bc14dcd23f6564764ee5cd/vehicle-images/6363795298a997249f8ab58f_2022_11_03_09_18_26.png,Berlian,,1,True,5,OPPORTUNITY,2000.0
Peugeot,3008,1.2 Puretech Allure,445.0,GAS,2019-01-01,30000.0,60000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f155e88d9918800a844474f/vehicle-images/6243946c2ed084401c3aa772_2022_03_30_01_21_16.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1200.0
Renault,Clio,1.0 equilibre TCe,355.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Renault Clio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/633c56a7142c188e52f7de49/vehicle-images/6351649e962a7e090f87ad4f_2022_10_20_17_09_18.png,Utilitario,"85Cv de potencia,Color disponible Blanco,Vehiculo hibrido de Gasolina y Gas",4,True,5,OPPORTUNITY,1000.0
Toyota,Corolla,1.8 125H ActiveTech,429.0,HYBRID,2022-01-01,20000.0,40000.0,122,AUTOMATIC,Toyota Corolla,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f80122516e72300a41f2f46/vehicle-images/632312130399e8e771cd1b3e_2022_09_15_13_52_51.png,Compacto,,1,True,5,OPPORTUNITY,1800.0
Volkswagen,Tiguan,1.5 TSI Advance,575.0,GAS,2020-01-01,20000.0,50000.0,150,AUTOMATIC,Volkswagen Tiguan,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/649570d362bee43c7f259cd7/vehicle-images/649572b498d338f60a4762b1_2023_06_23_12_23_48.png,C-SUV,,1,True,5,OPPORTUNITY,1498.0
Nissan,Qashqai,1.5 dCi N-Connecta,425.0,DIESEL,2018-01-01,30000.0,70000.0,115,MANUAL,Nissan Qashqai,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f3a56b7ae2c8000aa805225/vehicle-images/62501ff0c77d202aeed3ee64_2022_04_08_13_43_44.png,C-SUV,"130 Cv,5 Plazas,Manual,Diesel,Blanco",1,True,5,OPPORTUNITY,1500.0
Ford,Puma,1.0Ecoboost Titanium,439.0,HYBRID,2020-01-01,20000.0,50000.0,125,MANUAL,Ford Puma,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6036897f50483200a1ab7104/vehicle-images/6290a6bdb97602effe24981f_2022_05_27_12_23_57.png,B-SUV,,1,True,5,OPPORTUNITY,998.0
Volkswagen,Golf,1.0 TSI Ready2Go,429.0,GAS,2018-01-01,20000.0,70000.0,110,MANUAL,Volkswagen Golf,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/602d024cbd6d9500a959954c/vehicle-images/624381d3f083c82b8ec79ad2_2022_03_30_00_01_55.png,Compacto,"115 Cv,5 Plazas,Manual,Diesel,Blanco,Seminuevo",1,True,5,OPPORTUNITY,998.0
Audi,Q3,2.0 TDI,549.0,DIESEL,2018-01-01,90000.0,120000.0,150,AUTOMATIC,Audi Q3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60c72cd51c3aba008690f182/vehicle-images/638dc607a2a5f38bc51451c6_2022_12_05_11_20_55.png,C-SUV,,1,True,5,OPPORTUNITY,1968.0
Peugeot,5008,1.5 BlueHDi GT Line,495.0,DIESEL,2018-01-01,70000.0,100000.0,130,MANUAL,Peugeot 5008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/643807a2cc3b3a09434613bc/vehicle-images/645a2d142508c41ea59791bc_2023_05_09_13_23_00.png,D-SUV,,1,True,7,OPPORTUNITY,1500.0
Ford,Focus,1.5 TDCi Trend,365.0,DIESEL,2018-01-01,50000.0,80000.0,95,MANUAL,Ford Focus,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6495737a98d338f60a478be0/vehicle-images/649584fe1d61ed4941d9bb34_2023_06_23_13_41_50.png,Compacto,"120 Cv,5 Plazas,Manual,Diesel,Blanco,Seminuevo",1,True,5,OPPORTUNITY,0.0
Peugeot,2008,Allure BlueHDI,475.0,DIESEL,2021-01-01,10000.0,30000.0,130,AUTOMATIC,Peugeot 2008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a26d4da97cff0083662ae5/vehicle-images/627138c95f5f16f97b3a00e6_2022_05_03_16_14_33.png,B-SUV,,1,True,5,OPPORTUNITY,1499.0
Peugeot,308,1.5 BlueHDi Access,375.0,DIESEL,2019-01-01,70000.0,100000.0,100,MANUAL,Peugeot 308,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e21888f48f6a400a1ddf4ac/vehicle-images/63e38272821871b37412f44a_2023_02_08_12_07_30.png,Compacto,"Diesel,120 Cv,5 Plazas,Manual,Blanco Gris Negro",1,True,5,OPPORTUNITY,1200.0
Mitsubishi,Eclipse Cross,150T Kaiteki CVT 4WD,499.0,GAS,2019-01-01,30000.0,60000.0,163,AUTOMATIC,Mitsubishi Eclipse Cross,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/625544a960f3ac03fcbf6082/vehicle-images/625544b68534916ce06d928b_2022_04_12_11_21_58.png,C-SUV,,1,True,5,OPPORTUNITY,1499.0
Mercedes-Benz,Clase A,200d AMG LINE,499.0,DIESEL,2018-01-01,60000.0,90000.0,136,AUTOMATIC,Mercedes-Benz Clase A,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6437ca3f4b8b85b7a2cf32e9/vehicle-images/64411f5ce27a9688c8a99ed8_2023_04_20_13_17_48.png,Compacto,,2,True,5,OPPORTUNITY,2143.0
Dacia,Sandero,TCe Essential,319.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Dacia Sandero,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62be93d94ae334146500b332/vehicle-images/62be94694ae334146500b479_2022_07_01_08_30_01.png,Utilitario,,1,True,5,OPPORTUNITY,999.0
Fiat,Panda,Easy,269.0,GAS,2018-01-01,0.0,0.0,69,MANUAL,Fiat Panda,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6491abd0388c37217d225af2/vehicle-images/6492f8dacad2c169e3f85739_2023_06_21_15_19_22.png,CityCar,,1,True,4,OPPORTUNITY,1242.0
BMW,X3,xDrive20i,639.0,GAS,2019-01-01,20000.0,45000.0,184,AUTOMATIC,BMW X3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60c734575a423b008c6710df/vehicle-images/6283c1b2da7e5a3b8f27dd11_2022_05_17_17_39_30.png,D-SUV,,1,True,5,OPPORTUNITY,1995.0
Cupra,Formentor,1.5 TSI,615.0,GAS,2022-01-01,0.0,0.0,150,MANUAL,Cupra Formentor,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64259d9d13f6b57e88b25f3d/vehicle-images/6425a54e6df8378dd3bb8f93_2023_03_30_17_05_50.png,C-SUV,,2,True,5,NEW,1498.0
Nissan,X-Trail,X-Tronic Tekna,545.0,DIESEL,2020-01-01,30000.0,60000.0,150,MANUAL,Nissan X-Trail,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/649568f81da94a604ba24091/vehicle-images/64956a084d4f3d47c9cb4c22_2023_06_23_11_46_48.png,C-SUV,,1,True,7,OPPORTUNITY,1598.0
Nissan,Micra,IG-T Acenta,359.0,GAS,2019-01-01,10000.0,70000.0,100,MANUAL,Nissan Micra,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0de70c3c97a00a35658f2/vehicle-images/62a74a60593f1e57d070e370_2022_06_13_16_32_00.png,Utilitario,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Citroen,C5 Aircross,1.6 PureTech S&S,499.0,GAS,2019-01-01,50000.0,80000.0,180,AUTOMATIC,Citroen C5 Aircross,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63b573facf17c72871fbe682/vehicle-images/63b574af3d985f911a21a42c_2023_01_04_13_44_31.png,C-SUV,,1,True,5,OPPORTUNITY,1598.0
Ford,Fiesta,1.5 TDCi Trend+,315.0,DIESEL,2018-01-01,90000.0,120000.0,85,MANUAL,Ford Fiesta,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5c8920131f679500220c560d/vehicle-images/64957e04dd9f1649e308b133_2023_06_23_13_12_04.png,Utilitario,"85 Cv,5 Plazas,Manual,Diesel,Seminuevo",1,True,5,OPPORTUNITY,1500.0
Audi,Q3,35 TFSI S line,595.0,GAS,2019-01-01,60000.0,80000.0,150,AUTOMATIC,Audi Q3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e7de29e155c5300a64021e7/vehicle-images/6243a2db5232e258e905965a_2022_03_30_02_22_51.png,C-SUV,,1,True,5,OPPORTUNITY,1500.0
Ford,Puma,1.0Ecoboost Titanium,449.0,HYBRID,2020-01-01,20000.0,50000.0,125,MANUAL,Ford Puma,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6036897f50483200a1ab7104/vehicle-images/6290a6bdb97602effe24981f_2022_05_27_12_23_57.png,B-SUV,,1,True,5,OPPORTUNITY,998.0
Peugeot,3008,1.5 BlueHDi,475.0,DIESEL,2020-01-01,20000.0,40000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63b4546304a86036a639bb80/vehicle-images/63b4551f04a86036a639bdf3_2023_01_03_17_17_35.png,C-SUV,"130 Cv,Acabado GT Line",2,True,5,OPPORTUNITY,1200.0
Volkswagen,T-Roc,2.0 TDI Advance DSG,495.0,DIESEL,2019-01-01,30000.0,80000.0,150,AUTOMATIC,Volkswagen T-Roc,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a26e12a9e879008cd9160b/vehicle-images/6253f1cf7a78080cc4f0eca8_2022_04_11_11_15_59.png,Utilitario,,1,True,5,OPPORTUNITY,2000.0
Renault,Clio,1.0 TCe Business,0.0,GAS,2019-01-01,20000.0,85000.0,75,MANUAL,Renault Clio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fb540bc5f9db800d484c011/vehicle-images/62cc03faccc7099ce7085009_2022_07_11_13_05_30.png,Utilitario,"90 Cv de potencia,Color disponible Blanco,Acabado Business",1,True,5,OPPORTUNITY,998.0
BMW,X2,xDrive25e,679.0,HYBRID,2021-01-01,10000.0,50000.0,220,AUTOMATIC,BMW X2,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a273c8d988e1008d1dcf68/vehicle-images/62439c262ed084401c3aae3a_2022_03_30_01_54_14.png,C-SUV,,1,True,5,OPPORTUNITY,1499.0
Nissan,Qashqai,1.5 dCi N-Connecta,0.0,DIESEL,2018-01-01,30000.0,70000.0,115,MANUAL,Nissan Qashqai,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f3a56b7ae2c8000aa805225/vehicle-images/62501ff0c77d202aeed3ee64_2022_04_08_13_43_44.png,C-SUV,"130 Cv,5 Plazas,Manual,Diesel,Blanco",1,True,5,OPPORTUNITY,1500.0
Toyota,C-HR,1.8 125H Advance,449.0,HYBRID,2019-01-01,20000.0,90000.0,122,AUTOMATIC,Toyota C-HR,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d7637448fd7a40028d44430/vehicle-images/62d54f59b0bd39eb4f07c9a1_2022_07_18_14_17_29.png,C-SUV,,1,True,5,OPPORTUNITY,1798.0
BMW,X3,xDrive20d,699.0,DIESEL,2019-01-01,50000.0,80000.0,190,AUTOMATIC,BMW X3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60af7453aebe130099733e87/vehicle-images/629609a07805ca862da4aec6_2022_05_31_14_27_12.png,D-SUV,,1,True,5,OPPORTUNITY,1995.0
Opel,Corsa,1.4 Selective,299.0,GAS,2018-01-01,70000.0,100000.0,90,MANUAL,Opel Corsa,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5eeb8d0151595c009e0e0c88/vehicle-images/64073c32d470f97e81f0c32a_2023_03_07_14_29_22.png,Utilitario,,1,True,5,OPPORTUNITY,1400.0
Fiat,500,1.2 Lounge,325.0,GAS,2016-01-01,80000.0,120000.0,69,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5ef0dee594274a00965057ec/vehicle-images/6246b62447ad5316e6b294ce_2022_04_01_10_21_56.png,CityCar,,1,True,4,OPPORTUNITY,1200.0
BMW,X3,xDrive20d,0.0,DIESEL,2019-01-01,50000.0,80000.0,190,AUTOMATIC,BMW X3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60af7453aebe130099733e87/vehicle-images/629609a07805ca862da4aec6_2022_05_31_14_27_12.png,D-SUV,,1,True,5,OPPORTUNITY,1995.0
Nissan,Qashqai,1.5 dCi N-Connecta,449.0,DIESEL,2018-01-01,60000.0,100000.0,115,MANUAL,Nissan Qashqai,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f3a56b7ae2c8000aa805225/vehicle-images/62501ff0c77d202aeed3ee64_2022_04_08_13_43_44.png,C-SUV,"130 Cv,5 Plazas,Manual,Diesel,Blanco",1,True,5,OPPORTUNITY,1500.0
Hyundai,Kona,1.0 TGDI Klass,439.0,GAS,2018-01-01,50000.0,80000.0,120,MANUAL,Hyundai Kona,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e42d11b3e468d00a5172b73/vehicle-images/62457b20c40ad3585f35bc05_2022_03_31_11_57_52.png,B-SUV,"120 Cv,Blanco,Acabado Klass,4x2,5 Puertas",1,True,5,OPPORTUNITY,1000.0
Peugeot,308,1.5 BlueHDi,375.0,DIESEL,2019-01-01,70000.0,100000.0,100,MANUAL,Peugeot 308,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e21888f48f6a400a1ddf4ac/vehicle-images/63e38272821871b37412f44a_2023_02_08_12_07_30.png,Compacto,"Diesel,120 Cv,5 Plazas,Manual,Blanco Gris Negro",1,True,5,OPPORTUNITY,1200.0
Seat,Ibiza,1.6 TDI Reference,335.0,DIESEL,2019-01-01,0.0,0.0,80,MANUAL,Seat Ibiza,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60bf2d492af5cb0085cc7fe0/vehicle-images/636297b3c6aecd51554ec4b9_2022_11_02_17_15_47.png,Utilitario,"115 Cv,5 Plazas,Manual,Diesel,Seminuevo",1,True,5,OPPORTUNITY,1598.0
Seat,Ateca,Style Ed Nav DSG,449.0,GAS,2019-01-01,20000.0,50000.0,150,AUTOMATIC,Seat Ateca,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6102814b01f4270086d1c298/vehicle-images/62d7d0a255cecef31c805069_2022_07_20_11_53_38.png,C-SUV,"Style Plus Nav,115 Cv",1,True,5,OPPORTUNITY,1498.0
Mazda,CX5,2.2 Zenith,549.0,DIESEL,2019-01-01,40000.0,60000.0,150,AUTOMATIC,Mazda CX5,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d65013a91895800251c10e7/vehicle-images/63cffc5ddb79d7ea390eedda_2023_01_24_16_42_21.png,C-SUV,,1,True,5,OPPORTUNITY,2200.0
Opel,Corsa,XEL EDITION,309.0,GAS,2019-01-01,30000.0,60000.0,75,MANUAL,Opel Corsa,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5eeb8d0151595c009e0e0c88/vehicle-images/64073c32d470f97e81f0c32a_2023_03_07_14_29_22.png,Utilitario,,1,True,5,OPPORTUNITY,1199.0
Dacia,Sandero,TCe Essential,299.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Dacia Sandero,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62be93d94ae334146500b332/vehicle-images/62be94694ae334146500b479_2022_07_01_08_30_01.png,Utilitario,,1,True,5,OPPORTUNITY,999.0
Peugeot,208,1.2 Puretech Active,329.0,GAS,2018-01-01,20000.0,50000.0,82,MANUAL,Peugeot 208,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6022938c017e1200aabb9d3c/vehicle-images/626674d19aedd5237f5bfab8_2022_04_25_12_15_45.png,Utilitario,"85Cv de potencia,Color disponible - Blanco",1,True,5,OPPORTUNITY,1200.0
Audi,A3,35 TFSI S tronic,499.0,GAS,2019-01-01,60000.0,95000.0,150,AUTOMATIC,Audi A3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/61c1fd1daa1565008a939958/vehicle-images/6256dd1a706fec6216f844c7_2022_04_13_16_24_26.png,Compacto,"Gasolina,116 Cv,5 Plazas,Manual,S Line",1,True,5,OPPORTUNITY,1498.0
Nissan,X-Trail,X-Tronic Tekna,529.0,DIESEL,2020-01-01,30000.0,60000.0,150,MANUAL,Nissan X-Trail,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/649568f81da94a604ba24091/vehicle-images/64956a084d4f3d47c9cb4c22_2023_06_23_11_46_48.png,C-SUV,,1,True,7,OPPORTUNITY,1598.0
Renault,Clio,1.0 equilibre TCe,349.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Renault Clio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/633c56a7142c188e52f7de49/vehicle-images/6351649e962a7e090f87ad4f_2022_10_20_17_09_18.png,Utilitario,"85Cv de potencia,Color disponible Blanco,Vehiculo hibrido de Gasolina y Gas",4,True,5,OPPORTUNITY,1000.0
Nissan,Micra,1.0 IG-T Acenta,345.0,GAS,2020-01-01,10000.0,30000.0,100,MANUAL,Nissan Micra,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0de70c3c97a00a35658f2/vehicle-images/62a74a60593f1e57d070e370_2022_06_13_16_32_00.png,Utilitario,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Toyota,Yaris,Hybrid Business Plus,349.0,HYBRID,2022-01-01,0.0,0.0,116,AUTOMATIC,Toyota Yaris,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/61c0871cf14e0500881cd075/vehicle-images/624391dd227b6be55eb4462e_2022_03_30_01_10_21.png,Utilitario,,1,True,5,OPPORTUNITY,0.0
BMW,X1,sDrive18d Business,525.0,DIESEL,2019-01-01,40000.0,95000.0,150,AUTOMATIC,BMW X1,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60422d577bd5cc0098bb01e5/vehicle-images/63ea209279c4745e6f11696b_2023_02_13_12_35_46.png,C-SUV,,1,True,5,OPPORTUNITY,1995.0
BMW,Serie 1,116d,419.0,DIESEL,2018-01-01,30000.0,100000.0,116,MANUAL,BMW Serie 1,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/602bcb0d1e756900a40182e8/vehicle-images/62438334dd5d82abf4c6f343_2022_03_30_00_07_48.png,Compacto,,1,True,5,OPPORTUNITY,1500.0
Nissan,Juke,DIG-T 6 M/T Acenta,389.0,GAS,2020-01-01,20000.0,70000.0,117,MANUAL,Nissan Juke,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0cd1ca7a77700a48e07fd/vehicle-images/6284d3b5d511ffbbab4a0a35_2022_05_18_13_08_37.png,B-SUV,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Nissan,Qashqai,DIG-T Acenta,445.0,GAS,2020-01-01,40000.0,60000.0,140,MANUAL,Nissan Qashqai,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5d6d364657d34e0022b6e7ac/vehicle-images/62438dcf227b6be55eb440e1_2022_03_30_00_53_03.png,C-SUV,"130 Cv,5 Plazas,Manual,Diesel,Blanco",1,True,5,OPPORTUNITY,1332.0
Toyota,C-HR,1.8 Active,449.0,HYBRID,2018-01-01,15000.0,80000.0,122,AUTOMATIC,Toyota C-HR,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e42d9fe2d37bb00a450f37d/vehicle-images/625e75c5491d1f49afaf9106_2022_04_19_10_41_41.png,C-SUV,,1,True,5,OPPORTUNITY,1800.0
Peugeot,3008,1.2 Puretech Allure,439.0,GAS,2019-01-01,30000.0,60000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f155e88d9918800a844474f/vehicle-images/6243946c2ed084401c3aa772_2022_03_30_01_21_16.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1200.0
Hyundai,Kona,1.0 TGDI Klass,349.0,GAS,2018-01-01,50000.0,80000.0,120,MANUAL,Hyundai Kona,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e42d11b3e468d00a5172b73/vehicle-images/62457b20c40ad3585f35bc05_2022_03_31_11_57_52.png,B-SUV,"120 Cv,Blanco,Acabado Klass,4x2,5 Puertas",1,True,5,OPPORTUNITY,1000.0
Kia,Niro,1.6GDi Hibrido Drive,429.0,HYBRID,2018-01-01,20000.0,100000.0,141,AUTOMATIC,Kia Niro,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fc7625ba8124200a409b371/vehicle-images/6256ee5a843b55d362222ef8_2022_04_13_17_38_02.png,C-SUV,"Diesel,144 Cv,5 Plazas,Automatico,Rojo Blanco",1,True,5,OPPORTUNITY,1580.0
Mercedes-Benz,GLA,GLA 200d,545.0,DIESEL,2019-01-01,20000.0,50000.0,136,AUTOMATIC,Mercedes-Benz GLA,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f0c460052462700982c05d5/vehicle-images/62e23a5434709a481332c995_2022_07_28_09_27_16.png,C-SUV,,1,True,5,OPPORTUNITY,2000.0
Seat,Ateca,1.5 TSI Style,449.0,GAS,2019-01-01,20000.0,50000.0,150,AUTOMATIC,Seat Ateca,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6102814b01f4270086d1c298/vehicle-images/62d7d0a255cecef31c805069_2022_07_20_11_53_38.png,C-SUV,"Style Plus Nav,115 Cv",1,True,5,OPPORTUNITY,1498.0
Peugeot,3008,1.5 BlueHDi,469.0,DIESEL,2020-01-01,20000.0,40000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63b4546304a86036a639bb80/vehicle-images/63b4551f04a86036a639bdf3_2023_01_03_17_17_35.png,C-SUV,"130 Cv,Acabado GT Line",2,True,5,OPPORTUNITY,1200.0
Volkswagen,T-Roc,2.0 TDI Advance DSG,499.0,DIESEL,2019-01-01,30000.0,80000.0,150,AUTOMATIC,Volkswagen T-Roc,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a26e12a9e879008cd9160b/vehicle-images/6253f1cf7a78080cc4f0eca8_2022_04_11_11_15_59.png,Utilitario,,1,True,5,OPPORTUNITY,2000.0
Lexus,UX,2.0 250h,619.0,HYBRID,2022-01-01,0.0,0.0,184,AUTOMATIC,Lexus UX,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f6dc6cdeaa82900b344d16e/vehicle-images/624397ef2ed084401c3aaacd_2022_03_30_01_36_15.png,C-SUV,"120 Cv,5 Plazas,Manual,Diesel,Blanco Gris",1,True,5,NEW,2000.0
Cupra,Formentor,1.5 TSI,649.0,GAS,2022-01-01,0.0,0.0,150,MANUAL,Cupra Formentor,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64259d9d13f6b57e88b25f3d/vehicle-images/6425a54e6df8378dd3bb8f93_2023_03_30_17_05_50.png,C-SUV,,2,True,5,NEW,1498.0
Mercedes-Benz,Clase B,180d Advantage,539.0,DIESEL,2018-01-01,30000.0,70000.0,116,AUTOMATIC,Mercedes-Benz Clase B,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/626aa2ecf42154ec4ec15cd7/vehicle-images/626ab23f8cbe6986ad6a08d0_2022_04_28_17_26_55.png,Monovolumen,,1,True,5,OPPORTUNITY,1461.0
