Marca,Modelo,Version,Precio,Combustible,Antiguedad,Kms_desde,Kms_hasta,Potencia,Cambio,Vehiculo,Url_foto,categoria,Caracteristicas,Grupo,Puede_comprarse,Plazas,Estado,Centimetros_cubicos
BMW,X2,xDrive25e,699.0,HYBRID,2021-01-01,10000.0,50000.0,220,AUTOMATIC,BMW X2,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a273c8d988e1008d1dcf68/vehicle-images/62439c262ed084401c3aae3a_2022_03_30_01_54_14.png,C-SUV,,1,True,5,OPPORTUNITY,1499.0
Peugeot,3008,1.2 Puretech Allure,0.0,GAS,2019-01-01,30000.0,60000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f155e88d9918800a844474f/vehicle-images/6243946c2ed084401c3aa772_2022_03_30_01_21_16.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1200.0
Hyundai,Kona,1.0 TGDI Klass,0.0,GAS,2018-01-01,50000.0,80000.0,120,MANUAL,Hyundai Kona,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e42d11b3e468d00a5172b73/vehicle-images/62457b20c40ad3585f35bc05_2022_03_31_11_57_52.png,B-SUV,"120 Cv,Blanco,Acabado Klass,4x2,5 Puertas",1,True,5,OPPORTUNITY,1000.0
Mercedes-Benz,Clase A,180d,0.0,DIESEL,2019-01-01,10000.0,30000.0,116,AUTOMATIC,Mercedes-Benz Clase A,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/619e6c42e7db7400889a8b17/vehicle-images/62667831f8e46fb19bb6e72d_2022_04_25_12_30_09.png,Compacto,,1,True,5,OPPORTUNITY,1950.0
Lexus,UX,2.0 250h,615.0,HYBRID,2022-01-01,0.0,0.0,184,AUTOMATIC,Lexus UX,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f6dc6cdeaa82900b344d16e/vehicle-images/624397ef2ed084401c3aaacd_2022_03_30_01_36_15.png,C-SUV,"120 Cv,5 Plazas,Manual,Diesel,Blanco Gris",1,True,5,NEW,2000.0
Fiat,500,Hybrid Dolcevita,329.0,HYBRID,2021-01-01,20000.0,50000.0,70,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/615dade0843dbc008731ed0f/vehicle-images/624ac423f8445bc9beb8805b_2022_04_04_12_10_43.png,CityCar,,2,True,4,OPPORTUNITY,999.0
Peugeot,3008,1.5 BlueHDi GT Line,459.0,DIESEL,2018-01-01,30000.0,1100000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60b8ae4d12c0270084627399/vehicle-images/6284d0a86578d0e93b48205b_2022_05_18_12_55_36.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1499.0
Volkswagen,Golf,1.0 TSI Ready2Go,0.0,GAS,2018-01-01,20000.0,70000.0,110,MANUAL,Volkswagen Golf,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/602d024cbd6d9500a959954c/vehicle-images/624381d3f083c82b8ec79ad2_2022_03_30_00_01_55.png,Compacto,"115 Cv,5 Plazas,Manual,Diesel,Blanco,Seminuevo",1,True,5,OPPORTUNITY,998.0
Toyota,Yaris,Hybrid Business Plus,379.0,HYBRID,2022-01-01,0.0,0.0,116,AUTOMATIC,Toyota Yaris,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/61c0871cf14e0500881cd075/vehicle-images/624391dd227b6be55eb4462e_2022_03_30_01_10_21.png,Utilitario,,1,True,5,OPPORTUNITY,0.0
Ford,ECOSPORT,1.0T EcoBoost,369.0,GAS,2019-01-01,10000.0,40000.0,125,MANUAL,Ford ECOSPORT,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/649e96349a10132756269205/vehicle-images/649ec9ba50dac6212cb2f261_2023_06_30_14_25_30.png,B-SUV,,1,True,5,OPPORTUNITY,999.0
Fiat,500,1.2 Lounge 69CV,0.0,GAS,2018-01-01,20000.0,40000.0,69,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a24becfb2bb0008dc6250c/vehicle-images/6246b5e60dc7c5c7de220ea4_2022_04_01_10_20_54.png,CityCar,,1,True,4,OPPORTUNITY,0.0
Mercedes-Benz,Clase A,200d,479.0,DIESEL,2019-01-01,20000.0,80000.0,150,AUTOMATIC,Mercedes-Benz Clase A,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f3a9f62c32b9500b03bb039/vehicle-images/6372311163b7258e53fb9339_2022_11_14_13_14_09.png,Compacto,,1,True,5,OPPORTUNITY,2000.0
Fiat,500,1.2 Lounge 69CV,299.0,GAS,2018-01-01,30000.0,100000.0,69,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a24becfb2bb0008dc6250c/vehicle-images/6246b5e60dc7c5c7de220ea4_2022_04_01_10_20_54.png,CityCar,,1,True,4,OPPORTUNITY,0.0
Peugeot,208,1.2 Puretech Active,319.0,GAS,2018-01-01,20000.0,50000.0,82,MANUAL,Peugeot 208,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6022938c017e1200aabb9d3c/vehicle-images/626674d19aedd5237f5bfab8_2022_04_25_12_15_45.png,Utilitario,"85Cv de potencia,Color disponible - Blanco",1,True,5,OPPORTUNITY,1200.0
Ford,Ecosport,1.0T EcoBoost,369.0,GAS,2019-01-01,10000.0,40000.0,125,MANUAL,Ford Ecosport,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/649e96349a10132756269205/vehicle-images/649ec9ba50dac6212cb2f261_2023_06_30_14_25_30.png,B-SUV,,1,True,5,OPPORTUNITY,999.0
Seat,Ibiza,1.6 TDI Reference,339.0,DIESEL,2019-01-01,0.0,0.0,80,MANUAL,Seat Ibiza,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60bf2d492af5cb0085cc7fe0/vehicle-images/636297b3c6aecd51554ec4b9_2022_11_02_17_15_47.png,Utilitario,"115 Cv,5 Plazas,Manual,Diesel,Seminuevo",1,True,5,OPPORTUNITY,1598.0
Peugeot,3008,1.5 BlueHDi GT Line,469.0,DIESEL,2018-01-01,20000.0,60000.0,130,AUTOMATIC,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60b8ae4d12c0270084627399/vehicle-images/6284d0a86578d0e93b48205b_2022_05_18_12_55_36.png,C-SUV,"130 Cv,Acabado GT Line",1,True,5,OPPORTUNITY,1499.0
Lexus,UX,2.0 250h,539.0,HYBRID,2022-01-01,0.0,0.0,184,AUTOMATIC,Lexus UX,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f6dc6cdeaa82900b344d16e/vehicle-images/624397ef2ed084401c3aaacd_2022_03_30_01_36_15.png,C-SUV,"120 Cv,5 Plazas,Manual,Diesel,Blanco Gris",1,True,5,NEW,2000.0
Toyota,C-HR,2.0 180H Advance,569.0,HYBRID,2022-01-01,0.0,0.0,184,AUTOMATIC,Toyota C-HR,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60eee7d7ea71240084a360e9/vehicle-images/624acd94a79868566107d857_2022_04_04_12_51_00.png,C-SUV,,1,True,5,NEW,1987.0
DS,DS7,BlueHDI Performance,629.0,DIESEL,2021-01-01,40000.0,70000.0,130,AUTOMATIC,DS DS7,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/627bc2267596821e31363b97/vehicle-images/627cc7d010718de8cd25c984_2022_05_12_10_39_44.png,D-SUV,,1,True,5,OPPORTUNITY,1199.0
Citroen,C3,1.2 Puretech Feel,329.0,GAS,2020-01-01,30000.0,50000.0,83,MANUAL,Citroen C3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62600ba4a699ebe154824b6a/vehicle-images/62600bc7aa6f8df6e77c3ec8_2022_04_20_15_33_59.png,Utilitario,,1,True,5,OPPORTUNITY,1200.0
Renault,Megane,E-Tech Equilibre,699.0,ELECTRIC,2023-01-01,0.0,0.0,220,AUTOMATIC,Renault Megane,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6320a5c052c92cf5d9cf5d5d/vehicle-images/6374f928815f72aef60de225_2022_11_16_15_52_24.png,Compacto,,2,True,5,NEW,0.0
Peugeot,308,1.5 BlueHDi,349.0,DIESEL,2019-01-01,70000.0,100000.0,100,MANUAL,Peugeot 308,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e21888f48f6a400a1ddf4ac/vehicle-images/63e38272821871b37412f44a_2023_02_08_12_07_30.png,Compacto,"Diesel,120 Cv,5 Plazas,Manual,Blanco Gris Negro",1,True,5,OPPORTUNITY,1200.0
Cupra,Formentor,1.5 TSI,629.0,GAS,2022-01-01,0.0,0.0,150,MANUAL,Cupra Formentor,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64259d9d13f6b57e88b25f3d/vehicle-images/6425a54e6df8378dd3bb8f93_2023_03_30_17_05_50.png,C-SUV,,2,True,5,NEW,1498.0
Mercedes-Benz,GLA,GLA 200d,569.0,DIESEL,2019-01-01,20000.0,50000.0,136,AUTOMATIC,Mercedes-Benz GLA,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f0c460052462700982c05d5/vehicle-images/62e23a5434709a481332c995_2022_07_28_09_27_16.png,C-SUV,,1,True,5,OPPORTUNITY,2000.0
Ford,Fiesta,1.1 Ti-VCT Trend+,359.0,GAS,2019-01-01,20000.0,60000.0,85,MANUAL,Ford Fiesta,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6093f90d320cff0086bc58eb/vehicle-images/64830b11cdcd8a26abbebfab_2023_06_09_13_20_49.png,Utilitario,,1,True,5,OPPORTUNITY,1084.0
Audi,A1,30 TFSi S Line,455.0,GAS,2018-01-01,20000.0,100000.0,116,MANUAL,Audi A1,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e68ae05cb14fd00a938e543/vehicle-images/62437cfa594174a2ca6e8b1f_2022_03_29_23_41_14.png,Utilitario,"Gasolina,116 Cv,5 Plazas,Manual,S Line",1,True,5,OPPORTUNITY,1000.0
Ford,Kuga,2.0 EcoBlue ST-Line,659.0,DIESEL,2022-01-01,0.0,0.0,120,AUTOMATIC,Ford Kuga,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64abd903bd27700df7440713/vehicle-images/64abd9c4b3461232929ef23a_2023_07_10_12_13_24.png,C-SUV,,1,True,5,NEW,2000.0
Volkswagen,Polo,1.0 TSI Advance,349.0,GAS,2019-01-01,0.0,0.0,80,MANUAL,Volkswagen Polo,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e382f916d530300ab832903/vehicle-images/62552a944d02cdb6c4e92ffc_2022_04_12_09_30_28.png,Utilitario,"95 Cv,5 puertas,Acabado Advance",1,True,5,OPPORTUNITY,1000.0
Renault,Clio,1.0 equilibre TCe,399.0,GAS,2022-01-01,0.0,0.0,90,MANUAL,Renault Clio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/633c56a7142c188e52f7de49/vehicle-images/6351649e962a7e090f87ad4f_2022_10_20_17_09_18.png,Utilitario,"85Cv de potencia,Color disponible Blanco,Vehiculo hibrido de Gasolina y Gas",4,True,5,NEW,1000.0
Seat,Leon,1.6TDi ReferencePlus,359.0,DIESEL,2019-01-01,20000.0,40000.0,90,MANUAL,Seat Leon,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6033a968c37ea000a54e2d27/vehicle-images/6363b75c41e1bcbaec95c75f_2022_11_03_13_43_08.png,Compacto,"115 Cv,5 Plazas,Manual,Diesel,Seminuevo",1,True,5,OPPORTUNITY,1600.0
Nissan,Qashqai,1.5 dCi N-Connecta,429.0,DIESEL,2018-01-01,20000.0,50000.0,115,MANUAL,Nissan Qashqai,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5f3a56b7ae2c8000aa805225/vehicle-images/62501ff0c77d202aeed3ee64_2022_04_08_13_43_44.png,C-SUV,"130 Cv,5 Plazas,Manual,Diesel,Blanco",1,True,5,OPPORTUNITY,1500.0
Volkswagen,Passat,1.6 TDi Edition DSG,429.0,DIESEL,2019-01-01,50000.0,70000.0,120,AUTOMATIC,Volkswagen Passat,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5e2ac211e61e1a00ad28053c/vehicle-images/63629f74c6aecd51554edd70_2022_11_02_17_48_52.png,Berlina,"150 Cv,5 Plazas,Manual,Diesel,Negro",1,True,5,OPPORTUNITY,1600.0
Opel,Mokka,1.5D GS Line,449.0,DIESEL,2022-01-01,0.0,0.0,110,MANUAL,Opel Mokka,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6169533d5e174e008672e2bb/vehicle-images/6283c2b7ae256f658743c266_2022_05_17_17_43_51.png,B-SUV,,1,True,5,OPPORTUNITY,1499.0
Fiat,500,Hybrid Dolcevita,355.0,HYBRID,2021-01-01,20000.0,50000.0,70,MANUAL,Fiat 500,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/615dade0843dbc008731ed0f/vehicle-images/624ac423f8445bc9beb8805b_2022_04_04_12_10_43.png,CityCar,,2,True,4,OPPORTUNITY,999.0
BMW,X2,xDrive25e,559.0,HYBRID,2021-01-01,10000.0,30000.0,220,AUTOMATIC,BMW X2,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a273c8d988e1008d1dcf68/vehicle-images/62439c262ed084401c3aae3a_2022_03_30_01_54_14.png,C-SUV,,1,True,5,OPPORTUNITY,1499.0
Kia,Xceed,1.6 edrive PHEV,559.0,HYBRID,2023-01-01,0.0,0.0,141,AUTOMATIC,Kia Xceed,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6422cb3253f7b724c6617840/vehicle-images/6422d08bcaf62ad4c1b22df5_2023_03_28_13_33_31.png,C-SUV,,1,True,5,NEW,0.0
Alfa Romeo,Stelvio,2.2 Executive,629.0,DIESEL,2018-01-01,0.0,0.0,180,AUTOMATIC,Alfa Romeo Stelvio,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5ee7651c5f5120009d6fd247/vehicle-images/6271010513aee19f9212e564_2022_05_03_12_16_37.png,D-SUV,,1,True,5,OPPORTUNITY,2143.0
Kia,Niro,1.6 HEV Drive,499.0,HYBRID,2021-01-01,20000.0,50000.0,141,AUTOMATIC,Kia Niro,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62cc0fb0ccc7099ce70886f7/vehicle-images/6433ce94a023f3fe509d01dd_2023_04_10_10_53_40.png,C-SUV,"Diesel,144 Cv,5 Plazas,Automatico,Rojo Blanco",1,True,5,OPPORTUNITY,1580.0
Citroen,Berlingo,BlueHDi,289.0,DIESEL,2018-01-01,90000.0,25000.0,75,MANUAL,Citroen Berlingo,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/608a5a54e19d910099286607/vehicle-images/64afee337534d41795a05055_2023_07_13_14_29_39.png,Furgon,,1,True,2,OPPORTUNITY,1560.0
Kia,Stonic,1.0 T-GDi MHEV,419.0,HYBRID,2022-01-01,0.0,0.0,100,MANUAL,Kia Stonic,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/624d85318f6d15df5a99f139/vehicle-images/624d873cca9e58bc8d32eff7_2022_04_06_14_27_40.png,B-SUV,,1,True,5,NEW,1000.0
Citroen,C3 Aircross,BlueHDi  Feel,439.0,DIESEL,2022-01-01,0.0,0.0,110,MANUAL,Citroen C3 Aircross,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/609be52dc091090099ea56b0/vehicle-images/634423ed1242456f484b7cf1_2022_10_10_15_53_49.png,B-SUV,,1,True,5,OPPORTUNITY,1560.0
Mercedes-Benz,Clase B,180d Advantage,519.0,DIESEL,2018-01-01,30000.0,100000.0,116,AUTOMATIC,Mercedes-Benz Clase B,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/626aa2ecf42154ec4ec15cd7/vehicle-images/626ab23f8cbe6986ad6a08d0_2022_04_28_17_26_55.png,Monovolumen,,1,True,5,OPPORTUNITY,1461.0
Hyundai,Tucson,1.6 CRDi,469.0,DIESEL,2019-01-01,40000.0,100000.0,116,MANUAL,Hyundai Tucson,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/62011dee1fba0b008d1b9b47/vehicle-images/6290aa845200473c1b6a56d1_2022_05_27_12_40_04.png,C-SUV,,1,True,5,OPPORTUNITY,1600.0
Citroen,C4,BlueHD Feel Pack,479.0,DIESEL,2022-01-01,30000.0,60000.0,130,AUTOMATIC,Citroen C4,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60ec130fda9768008a1326c2/vehicle-images/626147160d7d572a07fba230_2022_04_21_13_59_18.png,Compacto,"Gasolina,85 Cv,5 Plazas,Manual",1,True,5,OPPORTUNITY,1500.0
Peugeot,5008,1.5 BlueHDi GT,579.0,DIESEL,2022-01-01,10000.0,30000.0,130,AUTOMATIC,Peugeot 5008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6113c67b5542c80084b953bc/vehicle-images/63284da3d534c9ab0abec717_2022_09_19_13_08_19.png,D-SUV,,1,True,7,OPPORTUNITY,1500.0
Peugeot,2008,1.2L PureTech Style,449.0,GAS,2018-01-01,10000.0,30000.0,82,MANUAL,Peugeot 2008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6437d1b589f31aed0ea3bda6/vehicle-images/6437d40e89f31aed0ea454f1_2023_04_13_12_06_06.png,B-SUV,,1,True,5,OPPORTUNITY,1199.0
Kia,Niro,1.6 GDi HEV Concept,529.0,HYBRID,2022-01-01,0.0,0.0,141,AUTOMATIC,Kia Niro,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6083b31ee2d6670094a919bc/vehicle-images/63e39af75bc0945f76eaf063_2023_02_08_13_52_07.png,C-SUV,"Diesel,144 Cv,5 Plazas,Automatico,Rojo Blanco",2,True,5,NEW,1580.0
Kia,Sportage,1.6 T-GDI MHEV,569.0,HYBRID,2023-01-01,0.0,0.0,150,MANUAL,Kia Sportage,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/645dfece9dc8a2f0198699f2/vehicle-images/645e011e6c9fb8f2c4fa486f_2023_05_12_11_04_30.png,C-SUV,"Diesel,5 Plazas",1,True,5,NEW,1598.0
DS,DS3 Crossback,Performance Line,499.0,GAS,2022-01-01,10000.0,20000.0,100,MANUAL,DS DS3 Crossback,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/64918f2c86626c181459e605/vehicle-images/64918fb486626c18145a3831_2023_06_20_13_38_28.png,C-SUV,,1,True,5,OPPORTUNITY,1199.0
BMW,Serie 4,Gran Coupe 418d,569.0,DIESEL,2019-01-01,60000.0,100000.0,150,AUTOMATIC,BMW Serie 4,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6267c706d353b1c0bf2df713/vehicle-images/627e3ced8d2d684258611470_2022_05_13_13_11_41.png,Berlina,,1,True,5,OPPORTUNITY,1995.0
Seat,Ateca,1.5 TSI Style,449.0,GAS,2019-01-01,20000.0,50000.0,150,AUTOMATIC,Seat Ateca,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6102814b01f4270086d1c298/vehicle-images/62d7d0a255cecef31c805069_2022_07_20_11_53_38.png,C-SUV,"Style Plus Nav,115 Cv",1,True,5,OPPORTUNITY,1498.0
Peugeot,3008,1.5 BlueHDi,499.0,DIESEL,2020-01-01,20000.0,40000.0,130,MANUAL,Peugeot 3008,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/63b4546304a86036a639bb80/vehicle-images/63b4551f04a86036a639bdf3_2023_01_03_17_17_35.png,C-SUV,"130 Cv,Acabado GT Line",2,True,5,OPPORTUNITY,1200.0
Ford,Focus,1.5 Ecoblue Trend,399.0,DIESEL,2018-01-01,0.0,0.0,120,MANUAL,Ford Focus,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6463a57ba406d5604229f34f/vehicle-images/64648c51f4fdcf10194fac3d_2023_05_17_10_12_01.png,Compacto,"120 Cv,5 Plazas,Manual,Diesel,Blanco,Seminuevo",1,True,5,OPPORTUNITY,1500.0
Renault,Kangoo,Profesinal M1-AF En.,359.0,DIESEL,2018-01-01,30000.0,85000.0,75,MANUAL,Renault Kangoo,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/607da8fa00b37e009422eceb/vehicle-images/62d7caef6ffdbf48e29397dd_2022_07_20_11_29_19.png,Furgoneta mixta,"Diesel,75 Cv,2 Plazas,3 puertas",1,True,5,OPPORTUNITY,1461.0
Volkswagen,T-Roc,2.0 TDI Advance DSG,499.0,DIESEL,2019-01-01,30000.0,80000.0,150,AUTOMATIC,Volkswagen T-Roc,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/60a26e12a9e879008cd9160b/vehicle-images/6253f1cf7a78080cc4f0eca8_2022_04_11_11_15_59.png,Utilitario,,1,True,5,OPPORTUNITY,2000.0
Mitsubishi,Eclipse Cross,150T Kaiteki CVT 4WD,499.0,GAS,2019-01-01,30000.0,60000.0,163,AUTOMATIC,Mitsubishi Eclipse Cross,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/625544a960f3ac03fcbf6082/vehicle-images/625544b68534916ce06d928b_2022_04_12_11_21_58.png,C-SUV,,1,True,5,OPPORTUNITY,1499.0
Mercedes-Benz,Clase A,180d,565.0,DIESEL,2019-01-01,10000.0,30000.0,116,AUTOMATIC,Mercedes-Benz Clase A,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/619e6c42e7db7400889a8b17/vehicle-images/62667831f8e46fb19bb6e72d_2022_04_25_12_30_09.png,Compacto,,1,True,5,OPPORTUNITY,1950.0
Dacia,Spring,sharing one electric,395.0,ELECTRIC,2021-01-01,0.0,0.0,45,AUTOMATIC,Dacia Spring,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/616851bc565f4e0086c4fdcc/vehicle-images/6244289c84668b6a1f166d40_2022_03_30_11_53_32.png,A-SUV,,1,True,4,OPPORTUNITY,0.0
Audi,A3,30 TFSI Design,439.0,GAS,2018-01-01,20000.0,50000.0,150,MANUAL,Audi A3,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/61c1fd1daa1565008a939958/vehicle-images/6256dd1a706fec6216f844c7_2022_04_13_16_24_26.png,Compacto,"Gasolina,116 Cv,5 Plazas,Manual,S Line",1,True,5,OPPORTUNITY,1598.0
Nissan,Micra,1.0 IG-T Acenta,369.0,GAS,2019-01-01,10000.0,70000.0,100,MANUAL,Nissan Micra,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/5fd0de70c3c97a00a35658f2/vehicle-images/62a74a60593f1e57d070e370_2022_06_13_16_32_00.png,Utilitario,"Acabado Acenta,Disponible en gasolina o diesel,85Cv de potencia,Colores disponibles Gris - Naranja",1,True,5,OPPORTUNITY,1000.0
Lexus,NX,2.5 300h Business,599.0,HYBRID,2019-01-01,60000.0,90000.0,197,AUTOMATIC,Lexus NX,https://bipi-pro.s3.eu-west-1.amazonaws.com/specificvehicleplans/6061ce823b3eec009a855184/vehicle-images/63be8f9476c03336cc760bad_2023_01_11_11_29_40.png,D-SUV,"120 Cv,5 Plazas,Manual,Diesel,Blanco Gris",1,True,5,OPPORTUNITY,2500.0
